pathway	pval	padj	log2err	ES	NES	size
HALLMARK_E2F_TARGETS	1.5481489749194e-42	7.74074487459701e-41	1.69658622309628	0.824277193427973	2.70993819343787	199
HALLMARK_G2M_CHECKPOINT	5.15904090641895e-39	1.28976022660474e-37	1.62807167569582	0.808189660593852	2.65708694964317	198
HALLMARK_MITOTIC_SPINDLE	4.37278695903266e-12	7.28797826505444e-11	0.887074988399873	0.622527119373264	2.04673489257761	197
HALLMARK_MYC_TARGETS_V1	1.36041982928308e-09	1.70052478660386e-08	0.788186810800237	0.596150673238948	1.95993713199235	199
HALLMARK_SPERMATOGENESIS	3.31015703744322e-09	3.31015703744321e-08	0.774939030136436	0.678177156307343	2.089936917325	104
HALLMARK_FATTY_ACID_METABOLISM	1.206001886726e-07	1.00500157227167e-06	0.690132458796796	-0.59248653703045	-2.08202262387395	146
HALLMARK_P53_PATHWAY	1.82904352728182e-07	1.30645966234415e-06	0.690132458796796	-0.53373569586792	-1.92268303193912	199
HALLMARK_MTORC1_SIGNALING	1.66760363236802e-06	1.04225227023001e-05	0.643551836150722	0.537822175803026	1.76817321540249	199
HALLMARK_ADIPOGENESIS	2.65492234304644e-06	1.47495685724802e-05	0.627256739718528	-0.507666520059056	-1.83078968316407	195
HALLMARK_COAGULATION	5.53082886903467e-06	2.76541443451733e-05	0.610526878385931	-0.560055023151397	-1.93586148749829	127
HALLMARK_TNFA_SIGNALING_VIA_NFKB	4.19488105947569e-05	0.000190676411794349	0.557332238758646	-0.47215663149513	-1.70085596826536	199
HALLMARK_XENOBIOTIC_METABOLISM	0.000157081147832778	0.000654504782636575	0.518848077743792	-0.475278138862497	-1.70469618247465	185
HALLMARK_BILE_ACID_METABOLISM	0.000193735625781467	0.000745137022236412	0.518848077743792	-0.537712367137959	-1.81264420482152	102
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.000583730988821014	0.00208475353150362	0.477270815362862	-0.44520354583939	-1.59849707671618	197
HALLMARK_MYC_TARGETS_V2	0.00110153143259574	0.0036717714419858	0.45505986738723	0.610686575117468	1.71989203957497	57
HALLMARK_IL2_STAT5_SIGNALING	0.0014563787836385	0.0045511836988703	0.45505986738723	-0.416908107835862	-1.49941235155344	196
HALLMARK_ANGIOGENESIS	0.00270832681686693	0.00796566710843215	0.431707695803346	-0.637814991379032	-1.75111653304073	34
HALLMARK_DNA_REPAIR	0.00422463959412081	0.0111174726161074	0.407017918923954	0.468267014896155	1.49092860381413	148
HALLMARK_PEROXISOME	0.00404258428608945	0.0111174726161074	0.407017918923954	-0.467967438628567	-1.57239650105028	103
HALLMARK_ESTROGEN_RESPONSE_LATE	0.0153955675982465	0.0383231410291666	0.380730400722792	-0.372608845231926	-1.34008980477485	196
HALLMARK_GLYCOLYSIS	0.0168557587191475	0.0383231410291666	0.352487857583619	0.409706181737947	1.343893957877	195
HALLMARK_HEME_METABOLISM	0.0168621820528333	0.0383231410291666	0.352487857583619	-0.38315738295255	-1.3707879384987	183
HALLMARK_MYOGENESIS	0.0222400921424179	0.0483480263965608	0.352487857583619	-0.361404431154127	-1.29183243461162	182
HALLMARK_PANCREAS_BETA_CELLS	0.0233504831852896	0.0486468399693533	0.352487857583619	-0.598988699495083	-1.53724862017114	26
HALLMARK_UV_RESPONSE_DN	0.0418795472329711	0.0837590944659422	0.321775918075361	-0.38120529938586	-1.33955287779801	143
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.0479354528981182	0.0921835632656118	0.321775918075361	-0.336718177415906	-1.21374766439545	200
HALLMARK_KRAS_SIGNALING_UP	0.057379443874263	0.106258229396783	0.321775918075361	-0.344417391502995	-1.23869908309081	196
HALLMARK_UV_RESPONSE_UP	0.0902964959568733	0.161243742780131	0.170932335370056	0.382420641730115	1.22477879226663	155
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.106145251396648	0.183009054132152	0.159646701919906	0.392959689609833	1.22154921454675	112
HALLMARK_HYPOXIA	0.138888888888889	0.231481481481482	0.241339976815091	-0.316997918156085	-1.14460494295181	193
HALLMARK_ALLOGRAFT_REJECTION	0.177658142664872	0.286545391394955	0.117249716749792	0.34740323952874	1.13792480049915	194
