Driver	Source
KRT8P42	results/evidence/TP53/transcriptomics/DEGs.tsv
TJP2	results/evidence/TP53/transcriptomics/DEGs.tsv
NEK1	results/evidence/TP53/transcriptomics/DEGs.tsv
IFNG-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC013468.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SH3PXD2A-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
ARFRP1	results/evidence/TP53/transcriptomics/DEGs.tsv
NSFP1	results/evidence/TP53/transcriptomics/DEGs.tsv
CHRNA10	results/evidence/TP53/transcriptomics/DEGs.tsv
IGLV1-47	results/evidence/TP53/transcriptomics/DEGs.tsv
AC018410.1	results/evidence/TP53/transcriptomics/DEGs.tsv
MAP3K14-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
PLAT	results/evidence/TP53/transcriptomics/DEGs.tsv
SSNA1	results/evidence/TP53/transcriptomics/DEGs.tsv
TASOR	results/evidence/TP53/transcriptomics/DEGs.tsv
AL021878.4	results/evidence/TP53/transcriptomics/DEGs.tsv
MOSMO	results/evidence/TP53/transcriptomics/DEGs.tsv
PRKAR2A	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC88B	results/evidence/TP53/transcriptomics/DEGs.tsv
PLEKHA3P1	results/evidence/TP53/transcriptomics/DEGs.tsv
FAAP20	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM208	results/evidence/TP53/transcriptomics/DEGs.tsv
AP1S2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL157871.5	results/evidence/TP53/transcriptomics/DEGs.tsv
SQSTM1	results/evidence/TP53/transcriptomics/DEGs.tsv
LEO1	results/evidence/TP53/transcriptomics/DEGs.tsv
TMIGD2	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC30A8	results/evidence/TP53/transcriptomics/DEGs.tsv
CHSY1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC15A2	results/evidence/TP53/transcriptomics/DEGs.tsv
EEF1A1P25	results/evidence/TP53/transcriptomics/DEGs.tsv
IL1R2	results/evidence/TP53/transcriptomics/DEGs.tsv
BTBD19	results/evidence/TP53/transcriptomics/DEGs.tsv
IFI27L1	results/evidence/TP53/transcriptomics/DEGs.tsv
PRADC1P1	results/evidence/TP53/transcriptomics/DEGs.tsv
RARA-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
TVP23C	results/evidence/TP53/transcriptomics/DEGs.tsv
PIGCP1	results/evidence/TP53/transcriptomics/DEGs.tsv
TXLNG	results/evidence/TP53/transcriptomics/DEGs.tsv
USP50	results/evidence/TP53/transcriptomics/DEGs.tsv
DSG3	results/evidence/TP53/transcriptomics/DEGs.tsv
EIF2S3B	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM11	results/evidence/TP53/transcriptomics/DEGs.tsv
TSPOAP1-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC145285.6	results/evidence/TP53/transcriptomics/DEGs.tsv
AL390755.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC136632.2	results/evidence/TP53/transcriptomics/DEGs.tsv
JAK2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZRANB2-AS2	results/evidence/TP53/transcriptomics/DEGs.tsv
TRAPPC4	results/evidence/TP53/transcriptomics/DEGs.tsv
CEND1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL391903.1	results/evidence/TP53/transcriptomics/DEGs.tsv
BAZ2B	results/evidence/TP53/transcriptomics/DEGs.tsv
DHPS	results/evidence/TP53/transcriptomics/DEGs.tsv
RPS3AP18	results/evidence/TP53/transcriptomics/DEGs.tsv
WSB1	results/evidence/TP53/transcriptomics/DEGs.tsv
WDR20	results/evidence/TP53/transcriptomics/DEGs.tsv
ABCB8	results/evidence/TP53/transcriptomics/DEGs.tsv
TIAF1	results/evidence/TP53/transcriptomics/DEGs.tsv
BSG	results/evidence/TP53/transcriptomics/DEGs.tsv
CTBP1-DT	results/evidence/TP53/transcriptomics/DEGs.tsv
AL034550.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02387	results/evidence/TP53/transcriptomics/DEGs.tsv
IGKV2OR2-1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC005821.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC4A8	results/evidence/TP53/transcriptomics/DEGs.tsv
RTKN2	results/evidence/TP53/transcriptomics/DEGs.tsv
CDK3	results/evidence/TP53/transcriptomics/DEGs.tsv
HSPA8P5	results/evidence/TP53/transcriptomics/DEGs.tsv
AC024361.1	results/evidence/TP53/transcriptomics/DEGs.tsv
C15orf62	results/evidence/TP53/transcriptomics/DEGs.tsv
WFS1	results/evidence/TP53/transcriptomics/DEGs.tsv
SEC24A	results/evidence/TP53/transcriptomics/DEGs.tsv
GEMIN7-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC44A1	results/evidence/TP53/transcriptomics/DEGs.tsv
DDO	results/evidence/TP53/transcriptomics/DEGs.tsv
SMTNL2	results/evidence/TP53/transcriptomics/DEGs.tsv
SHISAL2A	results/evidence/TP53/transcriptomics/DEGs.tsv
INTS3	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF582-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
CPNE2	results/evidence/TP53/transcriptomics/DEGs.tsv
TSSK3	results/evidence/TP53/transcriptomics/DEGs.tsv
SERPINB9P1	results/evidence/TP53/transcriptomics/DEGs.tsv
MFSD6L	results/evidence/TP53/transcriptomics/DEGs.tsv
RPS7P4	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02154	results/evidence/TP53/transcriptomics/DEGs.tsv
AL158071.3	results/evidence/TP53/transcriptomics/DEGs.tsv
C18orf25	results/evidence/TP53/transcriptomics/DEGs.tsv
SETD5	results/evidence/TP53/transcriptomics/DEGs.tsv
AC004706.1	results/evidence/TP53/transcriptomics/DEGs.tsv
PRCP	results/evidence/TP53/transcriptomics/DEGs.tsv
RALGAPA1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF552	results/evidence/TP53/transcriptomics/DEGs.tsv
MHENCR	results/evidence/TP53/transcriptomics/DEGs.tsv
ARHGEF25	results/evidence/TP53/transcriptomics/DEGs.tsv
ENPP4	results/evidence/TP53/transcriptomics/DEGs.tsv
PTP4A2	results/evidence/TP53/transcriptomics/DEGs.tsv
STKLD1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP2B1P1	results/evidence/TP53/transcriptomics/DEGs.tsv
FTH1P10	results/evidence/TP53/transcriptomics/DEGs.tsv
AC017100.1	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPL28	results/evidence/TP53/transcriptomics/DEGs.tsv
P2RX5	results/evidence/TP53/transcriptomics/DEGs.tsv
ICAM5	results/evidence/TP53/transcriptomics/DEGs.tsv
AL162586.1	results/evidence/TP53/transcriptomics/DEGs.tsv
HSBP1	results/evidence/TP53/transcriptomics/DEGs.tsv
TRBJ1-5	results/evidence/TP53/transcriptomics/DEGs.tsv
MSR1	results/evidence/TP53/transcriptomics/DEGs.tsv
GTPBP1	results/evidence/TP53/transcriptomics/DEGs.tsv
COL5A1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL356512.1	results/evidence/TP53/transcriptomics/DEGs.tsv
RPLP0P6	results/evidence/TP53/transcriptomics/DEGs.tsv
MPP1	results/evidence/TP53/transcriptomics/DEGs.tsv
DPCD	results/evidence/TP53/transcriptomics/DEGs.tsv
AC061975.8	results/evidence/TP53/transcriptomics/DEGs.tsv
RAB26	results/evidence/TP53/transcriptomics/DEGs.tsv
SEMA6B	results/evidence/TP53/transcriptomics/DEGs.tsv
PPIEL	results/evidence/TP53/transcriptomics/DEGs.tsv
C12orf42	results/evidence/TP53/transcriptomics/DEGs.tsv
AC119673.2	results/evidence/TP53/transcriptomics/DEGs.tsv
NAALADL2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC092145.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SRP9	results/evidence/TP53/transcriptomics/DEGs.tsv
RRAGB	results/evidence/TP53/transcriptomics/DEGs.tsv
RPS12P26	results/evidence/TP53/transcriptomics/DEGs.tsv
PDE11A	results/evidence/TP53/transcriptomics/DEGs.tsv
C19orf25	results/evidence/TP53/transcriptomics/DEGs.tsv
RAB11FIP1P1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL353593.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL135905.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC011912.1	results/evidence/TP53/transcriptomics/DEGs.tsv
COL4A2	results/evidence/TP53/transcriptomics/DEGs.tsv
AP000866.6	results/evidence/TP53/transcriptomics/DEGs.tsv
MSL3	results/evidence/TP53/transcriptomics/DEGs.tsv
RUSC2	results/evidence/TP53/transcriptomics/DEGs.tsv
GPRIN3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC015921.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC008269.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC121761.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM52B	results/evidence/TP53/transcriptomics/DEGs.tsv
PHBP9	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00565	results/evidence/TP53/transcriptomics/DEGs.tsv
HOXD3	results/evidence/TP53/transcriptomics/DEGs.tsv
IGHV2-70	results/evidence/TP53/transcriptomics/DEGs.tsv
KRT8	results/evidence/TP53/transcriptomics/DEGs.tsv
GLE1	results/evidence/TP53/transcriptomics/DEGs.tsv
CAMK4	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF16	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM217	results/evidence/TP53/transcriptomics/DEGs.tsv
RIMBP3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC091167.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF865	results/evidence/TP53/transcriptomics/DEGs.tsv
STK11	results/evidence/TP53/transcriptomics/DEGs.tsv
FKBP7	results/evidence/TP53/transcriptomics/DEGs.tsv
TRAPPC6A	results/evidence/TP53/transcriptomics/DEGs.tsv
LPAR3	results/evidence/TP53/transcriptomics/DEGs.tsv
H2AW	results/evidence/TP53/transcriptomics/DEGs.tsv
BTN3A2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC092275.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL136090.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC018816.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TTC14	results/evidence/TP53/transcriptomics/DEGs.tsv
NDUFS7	results/evidence/TP53/transcriptomics/DEGs.tsv
GLUD2	results/evidence/TP53/transcriptomics/DEGs.tsv
NPIPA5	results/evidence/TP53/transcriptomics/DEGs.tsv
SNRPEP4	results/evidence/TP53/transcriptomics/DEGs.tsv
AL445931.1	results/evidence/TP53/transcriptomics/DEGs.tsv
MED12	results/evidence/TP53/transcriptomics/DEGs.tsv
AC007216.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC011476.3	results/evidence/TP53/transcriptomics/DEGs.tsv
IGHV3-30	results/evidence/TP53/transcriptomics/DEGs.tsv
SSTR3	results/evidence/TP53/transcriptomics/DEGs.tsv
LMNA	results/evidence/TP53/transcriptomics/DEGs.tsv
NAIPP4	results/evidence/TP53/transcriptomics/DEGs.tsv
ISCA2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC079834.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LAX1	results/evidence/TP53/transcriptomics/DEGs.tsv
RPL27	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF586	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPS31P4	results/evidence/TP53/transcriptomics/DEGs.tsv
POLRMTP1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF821	results/evidence/TP53/transcriptomics/DEGs.tsv
LRCH4	results/evidence/TP53/transcriptomics/DEGs.tsv
HSD17B1P1	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM33	results/evidence/TP53/transcriptomics/DEGs.tsv
ACVR1	results/evidence/TP53/transcriptomics/DEGs.tsv
TPO	results/evidence/TP53/transcriptomics/DEGs.tsv
NRDE2	results/evidence/TP53/transcriptomics/DEGs.tsv
UBR3	results/evidence/TP53/transcriptomics/DEGs.tsv
RPL35P5	results/evidence/TP53/transcriptomics/DEGs.tsv
H1-3	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC171	results/evidence/TP53/transcriptomics/DEGs.tsv
POLD4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC099509.1	results/evidence/TP53/transcriptomics/DEGs.tsv
BCLAF1	results/evidence/TP53/transcriptomics/DEGs.tsv
PSME1	results/evidence/TP53/transcriptomics/DEGs.tsv
FUT9	results/evidence/TP53/transcriptomics/DEGs.tsv
TRAT1	results/evidence/TP53/transcriptomics/DEGs.tsv
JCAD	results/evidence/TP53/transcriptomics/DEGs.tsv
AQP1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02785	results/evidence/TP53/transcriptomics/DEGs.tsv
NMB	results/evidence/TP53/transcriptomics/DEGs.tsv
AL590627.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC068594.1	results/evidence/TP53/transcriptomics/DEGs.tsv
NSRP1	results/evidence/TP53/transcriptomics/DEGs.tsv
POLR3D	results/evidence/TP53/transcriptomics/DEGs.tsv
CD27-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
RBP2	results/evidence/TP53/transcriptomics/DEGs.tsv
AP000919.1	results/evidence/TP53/transcriptomics/DEGs.tsv
RNF141	results/evidence/TP53/transcriptomics/DEGs.tsv
PIGC	results/evidence/TP53/transcriptomics/DEGs.tsv
AC215522.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL451054.4	results/evidence/TP53/transcriptomics/DEGs.tsv
ATG2A	results/evidence/TP53/transcriptomics/DEGs.tsv
PPRC1	results/evidence/TP53/transcriptomics/DEGs.tsv
WWOX	results/evidence/TP53/transcriptomics/DEGs.tsv
TLCD1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL049780.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AF129075.3	results/evidence/TP53/transcriptomics/DEGs.tsv
REEP6	results/evidence/TP53/transcriptomics/DEGs.tsv
ANKRD23	results/evidence/TP53/transcriptomics/DEGs.tsv
AL031716.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TLNRD1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC023282.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL356056.2	results/evidence/TP53/transcriptomics/DEGs.tsv
Z95114.3	results/evidence/TP53/transcriptomics/DEGs.tsv
PTMAP12	results/evidence/TP53/transcriptomics/DEGs.tsv
SP3P	results/evidence/TP53/transcriptomics/DEGs.tsv
AC026367.3	results/evidence/TP53/transcriptomics/DEGs.tsv
CHD1	results/evidence/TP53/transcriptomics/DEGs.tsv
PET117	results/evidence/TP53/transcriptomics/DEGs.tsv
MCM9	results/evidence/TP53/transcriptomics/DEGs.tsv
AL590822.3	results/evidence/TP53/transcriptomics/DEGs.tsv
TPD52L1	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM225B	results/evidence/TP53/transcriptomics/DEGs.tsv
CCNO	results/evidence/TP53/transcriptomics/DEGs.tsv
AP001273.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL137847.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP003721.4	results/evidence/TP53/transcriptomics/DEGs.tsv
CREB3L2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF804A	results/evidence/TP53/transcriptomics/DEGs.tsv
CCNYL6	results/evidence/TP53/transcriptomics/DEGs.tsv
SH2D1B	results/evidence/TP53/transcriptomics/DEGs.tsv
AL021578.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SEPTIN9-DT	results/evidence/TP53/transcriptomics/DEGs.tsv
NARS1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF226	results/evidence/TP53/transcriptomics/DEGs.tsv
GIMAP5	results/evidence/TP53/transcriptomics/DEGs.tsv
VEGFB	results/evidence/TP53/transcriptomics/DEGs.tsv
TTLL11	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP8B2	results/evidence/TP53/transcriptomics/DEGs.tsv
CYP1B1	results/evidence/TP53/transcriptomics/DEGs.tsv
PROSER1	results/evidence/TP53/transcriptomics/DEGs.tsv
CIBAR1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC005481.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SNCAIP	results/evidence/TP53/transcriptomics/DEGs.tsv
ASGR2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC090197.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC087477.2	results/evidence/TP53/transcriptomics/DEGs.tsv
IDH3B	results/evidence/TP53/transcriptomics/DEGs.tsv
C6orf132	results/evidence/TP53/transcriptomics/DEGs.tsv
AC015799.1	results/evidence/TP53/transcriptomics/DEGs.tsv
RPSAP15	results/evidence/TP53/transcriptomics/DEGs.tsv
UGGT1	results/evidence/TP53/transcriptomics/DEGs.tsv
PTPRC	results/evidence/TP53/transcriptomics/DEGs.tsv
ACIN1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC073111.3	results/evidence/TP53/transcriptomics/DEGs.tsv
CHD1L	results/evidence/TP53/transcriptomics/DEGs.tsv
ASB16-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
Z97989.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIP4	results/evidence/TP53/transcriptomics/DEGs.tsv
KCNJ2-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
CES1	results/evidence/TP53/transcriptomics/DEGs.tsv
NUDT6	results/evidence/TP53/transcriptomics/DEGs.tsv
FBXL6	results/evidence/TP53/transcriptomics/DEGs.tsv
TMSB4X	results/evidence/TP53/transcriptomics/DEGs.tsv
KCNH4	results/evidence/TP53/transcriptomics/DEGs.tsv
JPH2	results/evidence/TP53/transcriptomics/DEGs.tsv
COMMD7	results/evidence/TP53/transcriptomics/DEGs.tsv
NTMT1	results/evidence/TP53/transcriptomics/DEGs.tsv
PPP2R2D	results/evidence/TP53/transcriptomics/DEGs.tsv
FOCAD	results/evidence/TP53/transcriptomics/DEGs.tsv
AC105345.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ALKBH3-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP001931.2	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM258	results/evidence/TP53/transcriptomics/DEGs.tsv
ZFHX2	results/evidence/TP53/transcriptomics/DEGs.tsv
DYNLT1	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIM44	results/evidence/TP53/transcriptomics/DEGs.tsv
AC087672.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AP001931.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC004825.2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZHX1	results/evidence/TP53/transcriptomics/DEGs.tsv
PSAPL1	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM229B	results/evidence/TP53/transcriptomics/DEGs.tsv
SHQ1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC020917.4	results/evidence/TP53/transcriptomics/DEGs.tsv
CSNK1D	results/evidence/TP53/transcriptomics/DEGs.tsv
ASB9P1	results/evidence/TP53/transcriptomics/DEGs.tsv
NUDT16P1	results/evidence/TP53/transcriptomics/DEGs.tsv
GSKIP	results/evidence/TP53/transcriptomics/DEGs.tsv
ANKZF1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC018926.3	results/evidence/TP53/transcriptomics/DEGs.tsv
ING3	results/evidence/TP53/transcriptomics/DEGs.tsv
TSGA10	results/evidence/TP53/transcriptomics/DEGs.tsv
POC1B	results/evidence/TP53/transcriptomics/DEGs.tsv
PRRG4	results/evidence/TP53/transcriptomics/DEGs.tsv
MOB3C	results/evidence/TP53/transcriptomics/DEGs.tsv
ANXA5	results/evidence/TP53/transcriptomics/DEGs.tsv
AC008481.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC005329.3	results/evidence/TP53/transcriptomics/DEGs.tsv
FRS3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC090337.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC026273.1	results/evidence/TP53/transcriptomics/DEGs.tsv
RP2	results/evidence/TP53/transcriptomics/DEGs.tsv
MYO1H	results/evidence/TP53/transcriptomics/DEGs.tsv
GPX4	results/evidence/TP53/transcriptomics/DEGs.tsv
EBI3	results/evidence/TP53/transcriptomics/DEGs.tsv
AFTPH	results/evidence/TP53/transcriptomics/DEGs.tsv
WASH6P	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC26A2	results/evidence/TP53/transcriptomics/DEGs.tsv
RXYLT1	results/evidence/TP53/transcriptomics/DEGs.tsv
LHFPL4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC132938.5	results/evidence/TP53/transcriptomics/DEGs.tsv
IGKV3-20	results/evidence/TP53/transcriptomics/DEGs.tsv
PRPF4B	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC2A8	results/evidence/TP53/transcriptomics/DEGs.tsv
AC079848.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL139424.2	results/evidence/TP53/transcriptomics/DEGs.tsv
NKD2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC007384.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LPGAT1	results/evidence/TP53/transcriptomics/DEGs.tsv
ADAMTS7P4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC006042.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL356740.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SCAMP3	results/evidence/TP53/transcriptomics/DEGs.tsv
FAN1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZC3H13	results/evidence/TP53/transcriptomics/DEGs.tsv
MYBPC3	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC39A6	results/evidence/TP53/transcriptomics/DEGs.tsv
GNRHR	results/evidence/TP53/transcriptomics/DEGs.tsv
ABHD11-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
TIMM23B	results/evidence/TP53/transcriptomics/DEGs.tsv
AL162231.2	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC-PINT	results/evidence/TP53/transcriptomics/DEGs.tsv
KLK8	results/evidence/TP53/transcriptomics/DEGs.tsv
CD53	results/evidence/TP53/transcriptomics/DEGs.tsv
ING5	results/evidence/TP53/transcriptomics/DEGs.tsv
EPHA6	results/evidence/TP53/transcriptomics/DEGs.tsv
PPP1R3D	results/evidence/TP53/transcriptomics/DEGs.tsv
RASGRP3	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPS31P5	results/evidence/TP53/transcriptomics/DEGs.tsv
ANKRD12	results/evidence/TP53/transcriptomics/DEGs.tsv
SH3GLB2	results/evidence/TP53/transcriptomics/DEGs.tsv
MOB3A	results/evidence/TP53/transcriptomics/DEGs.tsv
AC109460.3	results/evidence/TP53/transcriptomics/DEGs.tsv
MORC3	results/evidence/TP53/transcriptomics/DEGs.tsv
TRBV5-4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC127537.1	results/evidence/TP53/transcriptomics/DEGs.tsv
BPNT1	results/evidence/TP53/transcriptomics/DEGs.tsv
IL24	results/evidence/TP53/transcriptomics/DEGs.tsv
NOS1AP	results/evidence/TP53/transcriptomics/DEGs.tsv
HOXC13	results/evidence/TP53/transcriptomics/DEGs.tsv
AC092111.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC003991.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC004918.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL023653.1	results/evidence/TP53/transcriptomics/DEGs.tsv
MCF2	results/evidence/TP53/transcriptomics/DEGs.tsv
ASB7	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC30	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02613	results/evidence/TP53/transcriptomics/DEGs.tsv
AC126118.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP005136.4	results/evidence/TP53/transcriptomics/DEGs.tsv
TFE3	results/evidence/TP53/transcriptomics/DEGs.tsv
PTMAP10	results/evidence/TP53/transcriptomics/DEGs.tsv
PLEKHA2	results/evidence/TP53/transcriptomics/DEGs.tsv
FZD1	results/evidence/TP53/transcriptomics/DEGs.tsv
MIF-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
RBM24	results/evidence/TP53/transcriptomics/DEGs.tsv
IGHV3OR16-9	results/evidence/TP53/transcriptomics/DEGs.tsv
C4orf33	results/evidence/TP53/transcriptomics/DEGs.tsv
GDF7	results/evidence/TP53/transcriptomics/DEGs.tsv
ARMH4	results/evidence/TP53/transcriptomics/DEGs.tsv
UNC5B	results/evidence/TP53/transcriptomics/DEGs.tsv
CDX1	results/evidence/TP53/transcriptomics/DEGs.tsv
RPL31P63	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF555	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF541	results/evidence/TP53/transcriptomics/DEGs.tsv
AP3B2	results/evidence/TP53/transcriptomics/DEGs.tsv
SNHG21	results/evidence/TP53/transcriptomics/DEGs.tsv
ZSCAN22	results/evidence/TP53/transcriptomics/DEGs.tsv
H3-2	results/evidence/TP53/transcriptomics/DEGs.tsv
PGAP6	results/evidence/TP53/transcriptomics/DEGs.tsv
NR2F2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC074032.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LARP1	results/evidence/TP53/transcriptomics/DEGs.tsv
SIN3A	results/evidence/TP53/transcriptomics/DEGs.tsv
AC093726.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL731533.3	results/evidence/TP53/transcriptomics/DEGs.tsv
PLEKHJ1	results/evidence/TP53/transcriptomics/DEGs.tsv
RPS19BP1	results/evidence/TP53/transcriptomics/DEGs.tsv
MMP2	results/evidence/TP53/transcriptomics/DEGs.tsv
NOX1	results/evidence/TP53/transcriptomics/DEGs.tsv
MIR3681HG	results/evidence/TP53/transcriptomics/DEGs.tsv
TMC3-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
PTOV1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL590560.3	results/evidence/TP53/transcriptomics/DEGs.tsv
ABI3	results/evidence/TP53/transcriptomics/DEGs.tsv
PEX13	results/evidence/TP53/transcriptomics/DEGs.tsv
UBALD2	results/evidence/TP53/transcriptomics/DEGs.tsv
GGCTP1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP000757.1	results/evidence/TP53/transcriptomics/DEGs.tsv
PVT1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010168.2	results/evidence/TP53/transcriptomics/DEGs.tsv
OSBPL10	results/evidence/TP53/transcriptomics/DEGs.tsv
PDGFC	results/evidence/TP53/transcriptomics/DEGs.tsv
SUN2	results/evidence/TP53/transcriptomics/DEGs.tsv
GPR34	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM50B	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC66A3	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF132	results/evidence/TP53/transcriptomics/DEGs.tsv
INKA2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC004232.2	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC26A11	results/evidence/TP53/transcriptomics/DEGs.tsv
RBFOX3	results/evidence/TP53/transcriptomics/DEGs.tsv
CHRM3-AS2	results/evidence/TP53/transcriptomics/DEGs.tsv
CBY1	results/evidence/TP53/transcriptomics/DEGs.tsv
IL6	results/evidence/TP53/transcriptomics/DEGs.tsv
GPR132	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIM4	results/evidence/TP53/transcriptomics/DEGs.tsv
