Driver	Source
CA4	results/evidence/TP53/transcriptomics/DEGs.tsv
ZFP2	results/evidence/TP53/transcriptomics/DEGs.tsv
UBE3C	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP2C2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF813	results/evidence/TP53/transcriptomics/DEGs.tsv
HSPA8P15	results/evidence/TP53/transcriptomics/DEGs.tsv
LANCL1-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
WNK3	results/evidence/TP53/transcriptomics/DEGs.tsv
HAUS6	results/evidence/TP53/transcriptomics/DEGs.tsv
AC112777.1	results/evidence/TP53/transcriptomics/DEGs.tsv
GMPPB	results/evidence/TP53/transcriptomics/DEGs.tsv
RAI14	results/evidence/TP53/transcriptomics/DEGs.tsv
SCARA5	results/evidence/TP53/transcriptomics/DEGs.tsv
FKBP11	results/evidence/TP53/transcriptomics/DEGs.tsv
C1orf216	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM126A	results/evidence/TP53/transcriptomics/DEGs.tsv
VPS39	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM220-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
GCLM	results/evidence/TP53/transcriptomics/DEGs.tsv
BRD8	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM269	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC82	results/evidence/TP53/transcriptomics/DEGs.tsv
AL645608.1	results/evidence/TP53/transcriptomics/DEGs.tsv
OSR2	results/evidence/TP53/transcriptomics/DEGs.tsv
RICTOR	results/evidence/TP53/transcriptomics/DEGs.tsv
TTLL7	results/evidence/TP53/transcriptomics/DEGs.tsv
AC026254.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC023157.2	results/evidence/TP53/transcriptomics/DEGs.tsv
YEATS2-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
C1QL1	results/evidence/TP53/transcriptomics/DEGs.tsv
RHBDF2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC007823.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC004967.2	results/evidence/TP53/transcriptomics/DEGs.tsv
YBX2	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM50A	results/evidence/TP53/transcriptomics/DEGs.tsv
BAZ1B	results/evidence/TP53/transcriptomics/DEGs.tsv
AC027117.2	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM79	results/evidence/TP53/transcriptomics/DEGs.tsv
FRY	results/evidence/TP53/transcriptomics/DEGs.tsv
CPT1C	results/evidence/TP53/transcriptomics/DEGs.tsv
RSPO2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF558	results/evidence/TP53/transcriptomics/DEGs.tsv
STIM2	results/evidence/TP53/transcriptomics/DEGs.tsv
BAALC	results/evidence/TP53/transcriptomics/DEGs.tsv
MTOR	results/evidence/TP53/transcriptomics/DEGs.tsv
VWF	results/evidence/TP53/transcriptomics/DEGs.tsv
PLXNA1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL731556.1	results/evidence/TP53/transcriptomics/DEGs.tsv
CCM2	results/evidence/TP53/transcriptomics/DEGs.tsv
CAD	results/evidence/TP53/transcriptomics/DEGs.tsv
TPK1	results/evidence/TP53/transcriptomics/DEGs.tsv
PLAAT1	results/evidence/TP53/transcriptomics/DEGs.tsv
RRP36	results/evidence/TP53/transcriptomics/DEGs.tsv
ZBTB2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL162253.2	results/evidence/TP53/transcriptomics/DEGs.tsv
PSMC2P1	results/evidence/TP53/transcriptomics/DEGs.tsv
LRPAP1	results/evidence/TP53/transcriptomics/DEGs.tsv
KCNK12	results/evidence/TP53/transcriptomics/DEGs.tsv
PLLP	results/evidence/TP53/transcriptomics/DEGs.tsv
ACYP1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010970.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF444	results/evidence/TP53/transcriptomics/DEGs.tsv
PPFIBP2	results/evidence/TP53/transcriptomics/DEGs.tsv
SOX2-OT	results/evidence/TP53/transcriptomics/DEGs.tsv
PAPPA	results/evidence/TP53/transcriptomics/DEGs.tsv
ARC	results/evidence/TP53/transcriptomics/DEGs.tsv
SYT1	results/evidence/TP53/transcriptomics/DEGs.tsv
RIMS2	results/evidence/TP53/transcriptomics/DEGs.tsv
RNF14	results/evidence/TP53/transcriptomics/DEGs.tsv
JAM2	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP5F1A	results/evidence/TP53/transcriptomics/DEGs.tsv
PPM1G	results/evidence/TP53/transcriptomics/DEGs.tsv
ADRA2A	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC58	results/evidence/TP53/transcriptomics/DEGs.tsv
RPL14	results/evidence/TP53/transcriptomics/DEGs.tsv
ST7-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
MEGF11	results/evidence/TP53/transcriptomics/DEGs.tsv
MUC2	results/evidence/TP53/transcriptomics/DEGs.tsv
TGFBR2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF518B	results/evidence/TP53/transcriptomics/DEGs.tsv
LONRF1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC090018.2	results/evidence/TP53/transcriptomics/DEGs.tsv
HHATL	results/evidence/TP53/transcriptomics/DEGs.tsv
SMPDL3B	results/evidence/TP53/transcriptomics/DEGs.tsv
RBM48	results/evidence/TP53/transcriptomics/DEGs.tsv
CDHR2	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01338	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM166B	results/evidence/TP53/transcriptomics/DEGs.tsv
TUBA1C	results/evidence/TP53/transcriptomics/DEGs.tsv
AF127577.4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC080188.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL357075.3	results/evidence/TP53/transcriptomics/DEGs.tsv
NUP62	results/evidence/TP53/transcriptomics/DEGs.tsv
SPDYE5	results/evidence/TP53/transcriptomics/DEGs.tsv
AF274858.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC118553.1	results/evidence/TP53/transcriptomics/DEGs.tsv
MAP7D2	results/evidence/TP53/transcriptomics/DEGs.tsv
IL1RAP	results/evidence/TP53/transcriptomics/DEGs.tsv
CYP2B6	results/evidence/TP53/transcriptomics/DEGs.tsv
PCLO	results/evidence/TP53/transcriptomics/DEGs.tsv
DNAJB11	results/evidence/TP53/transcriptomics/DEGs.tsv
ECT2	results/evidence/TP53/transcriptomics/DEGs.tsv
HHAT	results/evidence/TP53/transcriptomics/DEGs.tsv
DIS3L	results/evidence/TP53/transcriptomics/DEGs.tsv
AL645608.8	results/evidence/TP53/transcriptomics/DEGs.tsv
SRGAP2C	results/evidence/TP53/transcriptomics/DEGs.tsv
NEMP2	results/evidence/TP53/transcriptomics/DEGs.tsv
TBC1D29P	results/evidence/TP53/transcriptomics/DEGs.tsv
PLAU	results/evidence/TP53/transcriptomics/DEGs.tsv
MPLKIP	results/evidence/TP53/transcriptomics/DEGs.tsv
UFC1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF567	results/evidence/TP53/transcriptomics/DEGs.tsv
FOXO6	results/evidence/TP53/transcriptomics/DEGs.tsv
ALKBH4	results/evidence/TP53/transcriptomics/DEGs.tsv
AL391834.2	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC7A6OS	results/evidence/TP53/transcriptomics/DEGs.tsv
PCK1	results/evidence/TP53/transcriptomics/DEGs.tsv
STEAP1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF12	results/evidence/TP53/transcriptomics/DEGs.tsv
SEC23A	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC26A4-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC020978.4	results/evidence/TP53/transcriptomics/DEGs.tsv
IQCB1	results/evidence/TP53/transcriptomics/DEGs.tsv
CIDEC	results/evidence/TP53/transcriptomics/DEGs.tsv
AMPD2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC004130.2	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01409	results/evidence/TP53/transcriptomics/DEGs.tsv
IGFBPL1	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC137	results/evidence/TP53/transcriptomics/DEGs.tsv
IRS2	results/evidence/TP53/transcriptomics/DEGs.tsv
PCDH1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC007365.1	results/evidence/TP53/transcriptomics/DEGs.tsv
FOXN4	results/evidence/TP53/transcriptomics/DEGs.tsv
RDX	results/evidence/TP53/transcriptomics/DEGs.tsv
PPP2R2A	results/evidence/TP53/transcriptomics/DEGs.tsv
RBM17	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01331	results/evidence/TP53/transcriptomics/DEGs.tsv
AKAP1	results/evidence/TP53/transcriptomics/DEGs.tsv
HTATSF1	results/evidence/TP53/transcriptomics/DEGs.tsv
HYAL1	results/evidence/TP53/transcriptomics/DEGs.tsv
CLSTN1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC015922.3	results/evidence/TP53/transcriptomics/DEGs.tsv
S1PR1	results/evidence/TP53/transcriptomics/DEGs.tsv
TSC22D3	results/evidence/TP53/transcriptomics/DEGs.tsv
C1orf210	results/evidence/TP53/transcriptomics/DEGs.tsv
ERBB3	results/evidence/TP53/transcriptomics/DEGs.tsv
CYB561D1	results/evidence/TP53/transcriptomics/DEGs.tsv
PITX2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL024498.1	results/evidence/TP53/transcriptomics/DEGs.tsv
HIGD2A	results/evidence/TP53/transcriptomics/DEGs.tsv
AVPI1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC008703.1	results/evidence/TP53/transcriptomics/DEGs.tsv
HLF	results/evidence/TP53/transcriptomics/DEGs.tsv
STOM	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF887P	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC110	results/evidence/TP53/transcriptomics/DEGs.tsv
UGT3A2	results/evidence/TP53/transcriptomics/DEGs.tsv
AQP3	results/evidence/TP53/transcriptomics/DEGs.tsv
SHF	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM59L	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP2A1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL357556.3	results/evidence/TP53/transcriptomics/DEGs.tsv
FGL1	results/evidence/TP53/transcriptomics/DEGs.tsv
PHPT1	results/evidence/TP53/transcriptomics/DEGs.tsv
SNRNP40	results/evidence/TP53/transcriptomics/DEGs.tsv
CYP4A22-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
KCNJ10	results/evidence/TP53/transcriptomics/DEGs.tsv
CYP4V2	results/evidence/TP53/transcriptomics/DEGs.tsv
E2F7	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC25A33	results/evidence/TP53/transcriptomics/DEGs.tsv
RUBCN	results/evidence/TP53/transcriptomics/DEGs.tsv
HSD17B2	results/evidence/TP53/transcriptomics/DEGs.tsv
AP000769.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC020904.2	results/evidence/TP53/transcriptomics/DEGs.tsv
RFWD3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC092803.4	results/evidence/TP53/transcriptomics/DEGs.tsv
AL445248.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP003469.2	results/evidence/TP53/transcriptomics/DEGs.tsv
C1QTNF7	results/evidence/TP53/transcriptomics/DEGs.tsv
VEGFD	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00471	results/evidence/TP53/transcriptomics/DEGs.tsv
AC004918.3	results/evidence/TP53/transcriptomics/DEGs.tsv
UBE2S	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM122B	results/evidence/TP53/transcriptomics/DEGs.tsv
ZDHHC2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZKSCAN1	results/evidence/TP53/transcriptomics/DEGs.tsv
CD55	results/evidence/TP53/transcriptomics/DEGs.tsv
CAPN3	results/evidence/TP53/transcriptomics/DEGs.tsv
SPINK1	results/evidence/TP53/transcriptomics/DEGs.tsv
PROSER2-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF8-ERVK3-1	results/evidence/TP53/transcriptomics/DEGs.tsv
ACTA1	results/evidence/TP53/transcriptomics/DEGs.tsv
CBLL1	results/evidence/TP53/transcriptomics/DEGs.tsv
RHPN1-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
GPR20	results/evidence/TP53/transcriptomics/DEGs.tsv
PLEKHG6	results/evidence/TP53/transcriptomics/DEGs.tsv
ZFAND2A-DT	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00922	results/evidence/TP53/transcriptomics/DEGs.tsv
MEX3A	results/evidence/TP53/transcriptomics/DEGs.tsv
WNT6	results/evidence/TP53/transcriptomics/DEGs.tsv
UBL3	results/evidence/TP53/transcriptomics/DEGs.tsv
SKIV2L	results/evidence/TP53/transcriptomics/DEGs.tsv
DAB1	results/evidence/TP53/transcriptomics/DEGs.tsv
ITGB8	results/evidence/TP53/transcriptomics/DEGs.tsv
TBX5-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
TAS2R6P	results/evidence/TP53/transcriptomics/DEGs.tsv
IGIP	results/evidence/TP53/transcriptomics/DEGs.tsv
HMGCS1	results/evidence/TP53/transcriptomics/DEGs.tsv
TBC1D31	results/evidence/TP53/transcriptomics/DEGs.tsv
DPP10-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
IMPDH1	results/evidence/TP53/transcriptomics/DEGs.tsv
RAB5B	results/evidence/TP53/transcriptomics/DEGs.tsv
SF3B2	results/evidence/TP53/transcriptomics/DEGs.tsv
MYRIP	results/evidence/TP53/transcriptomics/DEGs.tsv
AC100803.3	results/evidence/TP53/transcriptomics/DEGs.tsv
C22orf15	results/evidence/TP53/transcriptomics/DEGs.tsv
PEX10	results/evidence/TP53/transcriptomics/DEGs.tsv
MEIS3P2	results/evidence/TP53/transcriptomics/DEGs.tsv
OPA1	results/evidence/TP53/transcriptomics/DEGs.tsv
ADAMTS8	results/evidence/TP53/transcriptomics/DEGs.tsv
MAP3K9	results/evidence/TP53/transcriptomics/DEGs.tsv
CNOT8	results/evidence/TP53/transcriptomics/DEGs.tsv
P4HA1	results/evidence/TP53/transcriptomics/DEGs.tsv
CCNB1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC30A5	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02884	results/evidence/TP53/transcriptomics/DEGs.tsv
CD302	results/evidence/TP53/transcriptomics/DEGs.tsv
LRWD1	results/evidence/TP53/transcriptomics/DEGs.tsv
KCNC1	results/evidence/TP53/transcriptomics/DEGs.tsv
OTUD6B	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC6A15	results/evidence/TP53/transcriptomics/DEGs.tsv
TRMT13	results/evidence/TP53/transcriptomics/DEGs.tsv
RMI1	results/evidence/TP53/transcriptomics/DEGs.tsv
CLCA2	results/evidence/TP53/transcriptomics/DEGs.tsv
LYRM9	results/evidence/TP53/transcriptomics/DEGs.tsv
MFAP4	results/evidence/TP53/transcriptomics/DEGs.tsv
CBFA2T2	results/evidence/TP53/transcriptomics/DEGs.tsv
OIP5-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPL20-DT	results/evidence/TP53/transcriptomics/DEGs.tsv
HDAC2-AS2	results/evidence/TP53/transcriptomics/DEGs.tsv
LSM12	results/evidence/TP53/transcriptomics/DEGs.tsv
FCER1A	results/evidence/TP53/transcriptomics/DEGs.tsv
AL596218.1	results/evidence/TP53/transcriptomics/DEGs.tsv
RNASE4	results/evidence/TP53/transcriptomics/DEGs.tsv
DLX5	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010735.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00526	results/evidence/TP53/transcriptomics/DEGs.tsv
HOMER1	results/evidence/TP53/transcriptomics/DEGs.tsv
ADGRB1	results/evidence/TP53/transcriptomics/DEGs.tsv
BCL2L10	results/evidence/TP53/transcriptomics/DEGs.tsv
CD1B	results/evidence/TP53/transcriptomics/DEGs.tsv
RRP1B	results/evidence/TP53/transcriptomics/DEGs.tsv
SUOX	results/evidence/TP53/transcriptomics/DEGs.tsv
ACCS	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIM13	results/evidence/TP53/transcriptomics/DEGs.tsv
MIR4435-2HG	results/evidence/TP53/transcriptomics/DEGs.tsv
STK24-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
DHCR7	results/evidence/TP53/transcriptomics/DEGs.tsv
PEAR1	results/evidence/TP53/transcriptomics/DEGs.tsv
CTSH	results/evidence/TP53/transcriptomics/DEGs.tsv
AC108676.1	results/evidence/TP53/transcriptomics/DEGs.tsv
GNAT2	results/evidence/TP53/transcriptomics/DEGs.tsv
ODC1-DT	results/evidence/TP53/transcriptomics/DEGs.tsv
CHRM4	results/evidence/TP53/transcriptomics/DEGs.tsv
ATG3	results/evidence/TP53/transcriptomics/DEGs.tsv
NSUN5	results/evidence/TP53/transcriptomics/DEGs.tsv
EGFR-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
SSRP1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF738	results/evidence/TP53/transcriptomics/DEGs.tsv
HAGH	results/evidence/TP53/transcriptomics/DEGs.tsv
CDCA7L	results/evidence/TP53/transcriptomics/DEGs.tsv
LRRC7	results/evidence/TP53/transcriptomics/DEGs.tsv
MYLIP	results/evidence/TP53/transcriptomics/DEGs.tsv
TTYH3	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP8B1	results/evidence/TP53/transcriptomics/DEGs.tsv
MBOAT2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL360270.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP6V1FNB	results/evidence/TP53/transcriptomics/DEGs.tsv
SLU7	results/evidence/TP53/transcriptomics/DEGs.tsv
C2orf69	results/evidence/TP53/transcriptomics/DEGs.tsv
ADRA1A	results/evidence/TP53/transcriptomics/DEGs.tsv
KANK3	results/evidence/TP53/transcriptomics/DEGs.tsv
CHADL	results/evidence/TP53/transcriptomics/DEGs.tsv
SMIM6	results/evidence/TP53/transcriptomics/DEGs.tsv
AC017116.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC034231.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP000553.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ACVRL1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL590652.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC007240.3	results/evidence/TP53/transcriptomics/DEGs.tsv
TLCD3B	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPL11	results/evidence/TP53/transcriptomics/DEGs.tsv
AC009299.2	results/evidence/TP53/transcriptomics/DEGs.tsv
PTN	results/evidence/TP53/transcriptomics/DEGs.tsv
AC005856.1	results/evidence/TP53/transcriptomics/DEGs.tsv
MEIS3P1	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM153CP	results/evidence/TP53/transcriptomics/DEGs.tsv
CRYBG2	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00324	results/evidence/TP53/transcriptomics/DEGs.tsv
AC026333.4	results/evidence/TP53/transcriptomics/DEGs.tsv
FYTTD1	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM122C	results/evidence/TP53/transcriptomics/DEGs.tsv
AC115522.1	results/evidence/TP53/transcriptomics/DEGs.tsv
PDRG1	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM121B	results/evidence/TP53/transcriptomics/DEGs.tsv
PITPNC1	results/evidence/TP53/transcriptomics/DEGs.tsv
AGER	results/evidence/TP53/transcriptomics/DEGs.tsv
EBPL	results/evidence/TP53/transcriptomics/DEGs.tsv
LHFPL3	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC25A6	results/evidence/TP53/transcriptomics/DEGs.tsv
UBTD1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC017104.4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC016769.5	results/evidence/TP53/transcriptomics/DEGs.tsv
FOXS1	results/evidence/TP53/transcriptomics/DEGs.tsv
RORB	results/evidence/TP53/transcriptomics/DEGs.tsv
BAG1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL359922.2	results/evidence/TP53/transcriptomics/DEGs.tsv
CCL8	results/evidence/TP53/transcriptomics/DEGs.tsv
TFF3	results/evidence/TP53/transcriptomics/DEGs.tsv
ACACB	results/evidence/TP53/transcriptomics/DEGs.tsv
AL137847.2	results/evidence/TP53/transcriptomics/DEGs.tsv
NEDD9	results/evidence/TP53/transcriptomics/DEGs.tsv
BTF3L4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010327.6	results/evidence/TP53/transcriptomics/DEGs.tsv
IL6ST	results/evidence/TP53/transcriptomics/DEGs.tsv
PTGFR	results/evidence/TP53/transcriptomics/DEGs.tsv
HCN4	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02068	results/evidence/TP53/transcriptomics/DEGs.tsv
AL121658.1	results/evidence/TP53/transcriptomics/DEGs.tsv
RAPGEF3	results/evidence/TP53/transcriptomics/DEGs.tsv
TEX41	results/evidence/TP53/transcriptomics/DEGs.tsv
HOOK1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL512625.2	results/evidence/TP53/transcriptomics/DEGs.tsv
PRR29	results/evidence/TP53/transcriptomics/DEGs.tsv
LRRC37A16P	results/evidence/TP53/transcriptomics/DEGs.tsv
FOXA3	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00652	results/evidence/TP53/transcriptomics/DEGs.tsv
PRSS51	results/evidence/TP53/transcriptomics/DEGs.tsv
LGALS7B	results/evidence/TP53/transcriptomics/DEGs.tsv
Z95115.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC026748.7	results/evidence/TP53/transcriptomics/DEGs.tsv
TCF7L1	results/evidence/TP53/transcriptomics/DEGs.tsv
PPP1R1A	results/evidence/TP53/transcriptomics/DEGs.tsv
EEF1A1	results/evidence/TP53/transcriptomics/DEGs.tsv
CYP4F3	results/evidence/TP53/transcriptomics/DEGs.tsv
SYT16	results/evidence/TP53/transcriptomics/DEGs.tsv
TOMM70	results/evidence/TP53/transcriptomics/DEGs.tsv
POGLUT3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC124283.3	results/evidence/TP53/transcriptomics/DEGs.tsv
TEDC1	results/evidence/TP53/transcriptomics/DEGs.tsv
TNFRSF10A-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
AQP7	results/evidence/TP53/transcriptomics/DEGs.tsv
CCR10	results/evidence/TP53/transcriptomics/DEGs.tsv
CD1C	results/evidence/TP53/transcriptomics/DEGs.tsv
CISH	results/evidence/TP53/transcriptomics/DEGs.tsv
DNAI2	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC9A4	results/evidence/TP53/transcriptomics/DEGs.tsv
CCND2-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
PMFBP1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC9A7	results/evidence/TP53/transcriptomics/DEGs.tsv
LRMDA	results/evidence/TP53/transcriptomics/DEGs.tsv
PDLIM2	results/evidence/TP53/transcriptomics/DEGs.tsv
BRAF	results/evidence/TP53/transcriptomics/DEGs.tsv
AC079921.1	results/evidence/TP53/transcriptomics/DEGs.tsv
JCHAIN	results/evidence/TP53/transcriptomics/DEGs.tsv
AC078846.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TPM3	results/evidence/TP53/transcriptomics/DEGs.tsv
KRIT1	results/evidence/TP53/transcriptomics/DEGs.tsv
CSRP1	results/evidence/TP53/transcriptomics/DEGs.tsv
FBXL15	results/evidence/TP53/transcriptomics/DEGs.tsv
CAMLG	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01146	results/evidence/TP53/transcriptomics/DEGs.tsv
S1PR4	results/evidence/TP53/transcriptomics/DEGs.tsv
C1orf21	results/evidence/TP53/transcriptomics/DEGs.tsv
GBP1	results/evidence/TP53/transcriptomics/DEGs.tsv
STAU1	results/evidence/TP53/transcriptomics/DEGs.tsv
HROB	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF282	results/evidence/TP53/transcriptomics/DEGs.tsv
TFCP2L1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01303	results/evidence/TP53/transcriptomics/DEGs.tsv
CFAP52	results/evidence/TP53/transcriptomics/DEGs.tsv
FBN3	results/evidence/TP53/transcriptomics/DEGs.tsv
RAD9B	results/evidence/TP53/transcriptomics/DEGs.tsv
ORC3	results/evidence/TP53/transcriptomics/DEGs.tsv
RNF32-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
GPR61	results/evidence/TP53/transcriptomics/DEGs.tsv
FANCL	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC141	results/evidence/TP53/transcriptomics/DEGs.tsv
RNH1	results/evidence/TP53/transcriptomics/DEGs.tsv
UTP18	results/evidence/TP53/transcriptomics/DEGs.tsv
AC037441.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010173.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SMIM17	results/evidence/TP53/transcriptomics/DEGs.tsv
MPHOSPH8	results/evidence/TP53/transcriptomics/DEGs.tsv
LNPK	results/evidence/TP53/transcriptomics/DEGs.tsv
AL391121.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010336.7	results/evidence/TP53/transcriptomics/DEGs.tsv
PTCHD1	results/evidence/TP53/transcriptomics/DEGs.tsv
MDFIC	results/evidence/TP53/transcriptomics/DEGs.tsv
MUC3A	results/evidence/TP53/transcriptomics/DEGs.tsv
CD59	results/evidence/TP53/transcriptomics/DEGs.tsv
WDR81	results/evidence/TP53/transcriptomics/DEGs.tsv
SPDYA	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02100	results/evidence/TP53/transcriptomics/DEGs.tsv
ZBED3	results/evidence/TP53/transcriptomics/DEGs.tsv
DRAP1	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM182	results/evidence/TP53/transcriptomics/DEGs.tsv
GSPT2	results/evidence/TP53/transcriptomics/DEGs.tsv
CLCN2	results/evidence/TP53/transcriptomics/DEGs.tsv
ITIH3	results/evidence/TP53/transcriptomics/DEGs.tsv
KIF5A	results/evidence/TP53/transcriptomics/DEGs.tsv
AL136366.1	results/evidence/TP53/transcriptomics/DEGs.tsv
CCZ1B	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF639	results/evidence/TP53/transcriptomics/DEGs.tsv
AC092675.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC009237.15	results/evidence/TP53/transcriptomics/DEGs.tsv
BEND7	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF3	results/evidence/TP53/transcriptomics/DEGs.tsv
MCOLN3	results/evidence/TP53/transcriptomics/DEGs.tsv
RBM15	results/evidence/TP53/transcriptomics/DEGs.tsv
AC008945.2	results/evidence/TP53/transcriptomics/DEGs.tsv
ELAPOR1	results/evidence/TP53/transcriptomics/DEGs.tsv
LRRC75A	results/evidence/TP53/transcriptomics/DEGs.tsv
BEND6	results/evidence/TP53/transcriptomics/DEGs.tsv
WDCP	results/evidence/TP53/transcriptomics/DEGs.tsv
ORAI2	results/evidence/TP53/transcriptomics/DEGs.tsv
RNF213	results/evidence/TP53/transcriptomics/DEGs.tsv
PSMA5	results/evidence/TP53/transcriptomics/DEGs.tsv
AP002748.4	results/evidence/TP53/transcriptomics/DEGs.tsv
PIP4K2A	results/evidence/TP53/transcriptomics/DEGs.tsv
VTCN1	results/evidence/TP53/transcriptomics/DEGs.tsv
H19	results/evidence/TP53/transcriptomics/DEGs.tsv
