id	filename
b1211dbb-5d1a-48c2-8ff5-f92a0bbbd232	1e76b510-baea-41cf-b6be-365060c7a45d.wxs.aliquot_ensemble_masked.maf.gz
582ecb35-f147-4b97-9c80-d1ebb0affdd9	5f0ca642-beaa-41f5-827f-91e3a14a2cdb.wxs.aliquot_ensemble_masked.maf.gz
94863b6b-7cbe-4aa4-90a0-cb5a1fa25436	b9159d8c-37b7-43fc-bb66-5ef1c17ef8ff.wxs.aliquot_ensemble_masked.maf.gz
5282f995-7763-4acb-aa70-99e1d8f27272	59921574-8bc1-4fd9-b89c-ba571288ee9d.wxs.aliquot_ensemble_masked.maf.gz
e87a5ce4-3ac2-49db-80cd-1b0cec1a49bd	23323f4e-584a-42dd-b9c6-2ad74f2c9006.wxs.aliquot_ensemble_masked.maf.gz
085615ac-a63a-4092-81c6-7763dfc548a0	1c198ca7-c422-4ea5-928c-77f28fe14eeb.wxs.aliquot_ensemble_masked.maf.gz
8f6f8bf0-995b-4ce4-8700-aa120fb0043f	93f9639e-1efb-4f57-896e-c0bfff84982e.wxs.aliquot_ensemble_masked.maf.gz
6a1c704a-961a-4fe9-842c-620227b5c785	70b66624-d30b-4fed-b7aa-248efd0ac7c3.wxs.aliquot_ensemble_masked.maf.gz
f3783fb1-d04b-4132-bafc-ba27741c82e4	b20afb2e-7923-48fb-87c3-7ddaa8ed98c6.wxs.aliquot_ensemble_masked.maf.gz
374e13e1-98a8-4b65-94da-0d78ae51df5a	14826ad4-fe64-4f31-bb3e-8e2d57ad7f5f.wxs.aliquot_ensemble_masked.maf.gz
de548eba-a556-440e-a7d1-8a116bfb5cbd	29ef1b63-e1a7-405b-98a9-026de5d27ec2.wxs.aliquot_ensemble_masked.maf.gz
97d1d1f5-8247-4236-bd77-9ffbe40d345d	fb01c35f-7fb6-4fbb-9459-48cd37689ebe.wxs.aliquot_ensemble_masked.maf.gz
581a1ac5-d35d-4b74-af64-e81dac8b46d9	6c61f159-d09f-40db-be0e-69568ad9ff7a.wxs.aliquot_ensemble_masked.maf.gz
8554e9fc-5778-4a05-b034-541a5fc5b581	a1629ec0-3620-49d1-af78-771391afa0d9.wxs.aliquot_ensemble_masked.maf.gz
b3e2dcfc-552c-41fc-855b-b7e7e1019df0	67b52888-d1ea-40f9-b4dd-38ccb8aa949f.wxs.aliquot_ensemble_masked.maf.gz
1b9394ab-7d8c-4bbf-b431-2e01808cf08f	4023cc05-e2b4-44aa-af56-a8b6dd31bb15.wxs.aliquot_ensemble_masked.maf.gz
e681dafb-5643-465e-b2ad-b0f546e073a4	c8e7bc76-1055-4d13-b0c2-789f75e40796.wxs.aliquot_ensemble_masked.maf.gz
5ebaff32-1172-4b1b-bb0d-bf0b71b8c5fd	b1b055bf-b91a-4aeb-88a8-ef30662b2c22.wxs.aliquot_ensemble_masked.maf.gz
fd356323-7ae6-4429-a8ea-a5572c44301c	9b4ad7cb-594a-4876-b218-e4303162246f.wxs.aliquot_ensemble_masked.maf.gz
ffc4b353-7444-4aa7-9475-91eb3b999227	565656ba-031b-43a3-a339-a4b444358def.wxs.aliquot_ensemble_masked.maf.gz
873e2d89-7b01-4e6a-8221-5440fdd0a295	76e4d4b5-4964-43b7-8008-d160245f5c5d.wxs.aliquot_ensemble_masked.maf.gz
7ab6e0cc-73f2-481f-8c74-e89161f6c6ed	e8fd4269-c9e6-4f1d-be5f-eee80fc4b9fe.wxs.aliquot_ensemble_masked.maf.gz
3fce5f60-2af0-4b06-bc86-800f42d8e33e	b59f8f51-d09c-403b-8ad2-98c9bd65cfb5.wxs.aliquot_ensemble_masked.maf.gz
272f8df5-b85b-4fa9-b3ad-336c028d761a	b44c03fa-b8b0-40ad-9092-f3818640f4cf.wxs.aliquot_ensemble_masked.maf.gz
795d8614-476a-4404-8262-90002c19941c	f79d17cb-b7b3-453e-b4ca-92cd9197db02.wxs.aliquot_ensemble_masked.maf.gz
2adbac87-1656-4f60-b224-b10feef293ec	e65fc432-29d8-46b0-b083-84b673f70630.wxs.aliquot_ensemble_masked.maf.gz
010ba621-7ec1-452e-9115-b7ec5f9b37d2	45f13e24-9fba-4f78-a0ce-7da6b2b852f6.wxs.aliquot_ensemble_masked.maf.gz
afe8896f-ed8a-4c9a-972a-2b2b85afd56c	95ed9546-4bd8-4b48-b664-1e38829b23e3.wxs.aliquot_ensemble_masked.maf.gz
3c34b137-098b-4e76-9ed1-52e1be916fd0	15b7e9b4-d91b-4922-8716-823254743be6.wxs.aliquot_ensemble_masked.maf.gz
1005879f-0532-4dac-9b6c-7abeb335c778	32c34928-e19c-4f50-989b-ba32f2f946bd.wxs.aliquot_ensemble_masked.maf.gz
e3ceae3d-740d-429c-9627-6d6a6ec77947	00c2e7e1-5cac-4ff6-84ac-68d01caf2bd3.wxs.aliquot_ensemble_masked.maf.gz
d9b6674d-cad6-40bc-8902-036b8c1dfdc1	201b845c-183a-43b1-8fae-1cd17a3dcedd.wxs.aliquot_ensemble_masked.maf.gz
26d7b691-e994-4667-a0d9-38f1bb86e484	0c272376-5384-4ce1-877f-792d9732b04d.wxs.aliquot_ensemble_masked.maf.gz
327fe3d9-a1ba-413e-b37c-b07fc3ca2382	baa26760-7f80-4254-bb9d-ce5b8a3e320f.wxs.aliquot_ensemble_masked.maf.gz
a0f11989-c592-4d6b-a1ce-58f2a93cd7f0	d5ce47ea-a60d-4981-8cd7-6d6e13b08033.wxs.aliquot_ensemble_masked.maf.gz
44a776b7-0eb2-463c-ab1d-80c654278f56	e6954da3-287b-4a5f-b4de-e690fb8ed425.wxs.aliquot_ensemble_masked.maf.gz
9771081f-8e15-4df0-b25c-1c03c4a89ba6	9d21dcbc-0fcc-4694-aa8a-52f3a51a2ccb.wxs.aliquot_ensemble_masked.maf.gz
68b6cec2-1bbc-40c4-a374-e27915b124af	df4ec609-f306-4e2e-a658-7604b16b2618.wxs.aliquot_ensemble_masked.maf.gz
b9e60d1f-e1a5-4afd-bb85-8d7586646e45	10fd9e5a-9730-4ca1-a470-35eba9903ab7.wxs.aliquot_ensemble_masked.maf.gz
5eb83ba5-23cf-4a7e-b674-00191ffd8a8e	d29ef000-c302-4c1f-9f2d-8d95c9fff74e.wxs.aliquot_ensemble_masked.maf.gz
01e89769-e754-4eca-a5a3-b1b72ac4953f	751f6ac7-2f2a-4300-9ba4-87a92920d8bb.wxs.aliquot_ensemble_masked.maf.gz
a7e41e8a-57ac-4206-a300-ce3377059e5a	ede6b4a7-aa1d-4324-b91e-d842f7f7cdc6.wxs.aliquot_ensemble_masked.maf.gz
edf20538-8946-4b5d-963a-c6e86b8ff11e	e5f3a9e2-129f-4907-9896-a06522bfa165.wxs.aliquot_ensemble_masked.maf.gz
3cda202f-8669-48a7-a8ff-82f92284e7ea	a0df81cf-c644-43c0-a2e5-60c7a9fa5b12.wxs.aliquot_ensemble_masked.maf.gz
7d7063a3-af4b-48bf-b6ac-d1221d7ca1d4	148d11f3-a276-4c00-a261-767cf195309c.wxs.aliquot_ensemble_masked.maf.gz
e5c91e83-ea12-440d-a64c-0536b76fc20a	eaad93c1-4b61-4033-9369-77b43139fcec.wxs.aliquot_ensemble_masked.maf.gz
b54e06a8-fda6-4b84-bc02-b05c3c21b27c	20f884c7-1ac3-426a-8a51-aa3988bbde02.wxs.aliquot_ensemble_masked.maf.gz
45731335-5a61-4e1c-9d19-673daa536742	0ff570c3-f2f3-46fc-bd84-5054a3b87975.wxs.aliquot_ensemble_masked.maf.gz
67929cd7-8ce6-4fae-b44e-9c123366666e	0f9f350b-96b1-4e90-a103-624ab3289891.wxs.aliquot_ensemble_masked.maf.gz
d1b83294-f226-4a26-b60c-601ea22ba6b0	3fa2c611-fe96-41ec-8a00-2b46cd730896.wxs.aliquot_ensemble_masked.maf.gz
ed127c0c-4eea-4685-8ccf-b4706cab0dfa	0ca72b82-9c92-4c43-ad66-a0d2a6756cc6.wxs.aliquot_ensemble_masked.maf.gz
32f5e290-97c3-4945-9eb5-2448aaebd9c0	b3cd692a-a45a-4c6e-8b4d-f753e057fe92.wxs.aliquot_ensemble_masked.maf.gz
62dc818d-45a5-43c4-a29b-311fc55d6cf9	a7e655af-867c-4350-946c-9856fd1b4b22.wxs.aliquot_ensemble_masked.maf.gz
355df740-8958-4df9-a492-a76be0f9dd41	77852d43-b95d-4ba2-a901-f29ac0515558.wxs.aliquot_ensemble_masked.maf.gz
15a1e41c-d1b4-435d-816e-930c8731998e	5e374a19-87e1-41ed-9dd7-9fd2e653c13a.wxs.aliquot_ensemble_masked.maf.gz
b635cad7-32d0-497b-bb81-99beff246299	e44aa3c5-c177-4499-8b95-3c5c6db4e780.wxs.aliquot_ensemble_masked.maf.gz
3d6ba830-9507-4f57-b549-171e1b7019be	332e9129-de4d-4556-aed5-6d933a6f01a0.wxs.aliquot_ensemble_masked.maf.gz
6f90c03c-96f5-47dc-85fa-279c634b257e	d866327c-a734-4386-b4ca-7a30353baaa8.wxs.aliquot_ensemble_masked.maf.gz
74d1cc4f-9efa-4e3c-b6f4-8ba5808dc022	49a8516e-b2a5-4ed9-8994-95f72b1263e4.wxs.aliquot_ensemble_masked.maf.gz
a5705599-51bd-4f67-83ba-a1e1a1bdd62f	c8b0380b-818a-4689-a1dc-5bbecc611b7f.wxs.aliquot_ensemble_masked.maf.gz
3e44a213-5858-411a-80be-23104fb8066f	56b2a13b-1539-4ef2-ae60-e5a29c673f9a.wxs.aliquot_ensemble_masked.maf.gz
fc12fe01-bdd0-48c2-865e-35717f1c4c79	da73d463-b49a-48ec-85cd-20583a3c14ba.wxs.aliquot_ensemble_masked.maf.gz
e9b5f716-ee0e-46d6-a4ca-e2b9003a436a	963ab360-a6c6-4ceb-8546-be217ff8be35.wxs.aliquot_ensemble_masked.maf.gz
8c4c0cde-1001-4581-be34-e70690f2b57c	b177a9fa-07e6-44f4-ae06-0c52af71d0ab.wxs.aliquot_ensemble_masked.maf.gz
18b98442-0ada-44e7-a357-fd772524de60	7eeb9de9-ec08-41f3-8450-f8701c736fd2.wxs.aliquot_ensemble_masked.maf.gz
c1448109-b5b1-40cb-9427-099322af712f	5e1e9429-dfc2-47b0-963d-9b3152864ee8.wxs.aliquot_ensemble_masked.maf.gz
683b789b-dd99-4358-abb1-d345ddaf7cbb	1ca71ae5-bad9-4142-b00e-d9f74250bb62.wxs.aliquot_ensemble_masked.maf.gz
c1da8b3c-9372-482c-b448-6c4948f7bdfd	f9bf3014-14d5-469f-a101-acf2f5e128ee.wxs.aliquot_ensemble_masked.maf.gz
fcb7d2b1-add0-4e0c-8b76-db00bab3bd18	73608a3f-2456-4d89-a9d0-38bfbd8e0393.wxs.aliquot_ensemble_masked.maf.gz
8412af57-4d6f-44eb-be68-7c175c6b4be7	08b3fa43-ccda-4429-86aa-c61fe590c20b.wxs.aliquot_ensemble_masked.maf.gz
306d2308-a5f0-41a4-81b9-48e037117f23	3a03f1cb-556e-4051-bfe8-7c2bb4fc2c30.wxs.aliquot_ensemble_masked.maf.gz
