file_id,file_name,file_size,workflow,patient_count
2ecec5c0-eb4f-4a29-9de2-63b0d3bc743f,26cc9fa4-a92b-41f5-830f-c5333eac4365.wxs.aliquot_ensemble_masked.maf.gz,19805,Aliquot Ensemble Somatic Variant Merging and Masking,1
fa1256ab-223b-4af0-90d1-6cd404fcb585,275640ab-8485-40fc-a9b7-bfad6eb75796.wxs.aliquot_ensemble_masked.maf.gz,41298,Aliquot Ensemble Somatic Variant Merging and Masking,1
376e0df4-6287-4ef6-8af5-f7f4f0285e1c,27e2a3e4-854b-414d-8f1f-2d3682a4e897.wxs.aliquot_ensemble_masked.maf.gz,471082,Aliquot Ensemble Somatic Variant Merging and Masking,1
253c1afc-931d-412c-8f2b-d1f9e466e6ed,27f13a1b-7d09-476f-830b-69385d58630c.wxs.aliquot_ensemble_masked.maf.gz,42825,Aliquot Ensemble Somatic Variant Merging and Masking,1
0da50c40-ffa7-4bfc-8e87-02d456940500,285301af-26df-4d59-991a-5933938f9a38.wxs.aliquot_ensemble_masked.maf.gz,19949,Aliquot Ensemble Somatic Variant Merging and Masking,1
d43ef3c0-ed72-4133-be6e-0a00c8cda220,28b9cae0-7690-45dd-8b5d-3a703a86cfe6.wxs.aliquot_ensemble_masked.maf.gz,62445,Aliquot Ensemble Somatic Variant Merging and Masking,1
f56b0c73-f6b2-4c84-84f2-d2f3e817da7c,29705d55-0d2a-445e-9ecf-0b91e48d9c79.wxs.aliquot_ensemble_masked.maf.gz,189626,Aliquot Ensemble Somatic Variant Merging and Masking,1
de548eba-a556-440e-a7d1-8a116bfb5cbd,29ef1b63-e1a7-405b-98a9-026de5d27ec2.wxs.aliquot_ensemble_masked.maf.gz,10157,Aliquot Ensemble Somatic Variant Merging and Masking,1
b29ecd20-c063-4a22-8ea0-dc1c42fe9232,2a1ea736-4510-43b7-9cc8-11d437c1a50f.wxs.aliquot_ensemble_masked.maf.gz,61574,Aliquot Ensemble Somatic Variant Merging and Masking,1
6008513a-7173-4acb-b77d-33218c1275ad,2a7f21af-fa1d-4d2f-903c-f449b88cc442.wxs.aliquot_ensemble_masked.maf.gz,48568,Aliquot Ensemble Somatic Variant Merging and Masking,1
09400a18-aff7-4b9d-ac61-c65239c28b11,2b20c8bb-861b-4137-b7a8-02d1ab03c646.wxs.aliquot_ensemble_masked.maf.gz,74377,Aliquot Ensemble Somatic Variant Merging and Masking,1
897fa266-afac-4ab7-90d0-5046444486fc,2b2866bb-5427-439d-b155-37542e596c48.wxs.aliquot_ensemble_masked.maf.gz,137779,Aliquot Ensemble Somatic Variant Merging and Masking,1
d61d17d6-916d-4f9e-b2bc-d878ccfad1c6,2b394698-3077-43ba-b32f-678399805f34.wxs.aliquot_ensemble_masked.maf.gz,218607,Aliquot Ensemble Somatic Variant Merging and Masking,1
0c088dc0-a88b-4a2b-b063-56ac05cc2e81,2bac6293-bbc5-497f-b167-b9d136a7baa8.wxs.aliquot_ensemble_masked.maf.gz,140683,Aliquot Ensemble Somatic Variant Merging and Masking,1
29eb1aa5-1358-43cd-a53a-8cad3837e688,2bafa95b-ff5b-45d0-b1c7-e3ab5b0aa7c0.wxs.aliquot_ensemble_masked.maf.gz,43398,Aliquot Ensemble Somatic Variant Merging and Masking,1
0c396d1a-8cc9-4af7-8acc-91138b476f33,2c287b92-30d0-4c50-a1a3-edc6e3480c19.wxs.aliquot_ensemble_masked.maf.gz,207415,Aliquot Ensemble Somatic Variant Merging and Masking,1
1aac5e55-a31c-4088-950f-9a5ef25c2ad8,2c7140ef-b956-443a-bc92-ced7dadd9a9c.wxs.aliquot_ensemble_masked.maf.gz,30403,Aliquot Ensemble Somatic Variant Merging and Masking,1
9d968a88-d8e1-44bb-a72b-caf60dccd001,2d08add4-14c6-4cce-9232-07d7a1c7b290.wxs.aliquot_ensemble_masked.maf.gz,36050,Aliquot Ensemble Somatic Variant Merging and Masking,1
33517eb8-ce28-410f-85b3-e4e14a75e4ad,2d20c120-22b3-4c99-b5de-5cec0a7dd839.wxs.aliquot_ensemble_masked.maf.gz,46604,Aliquot Ensemble Somatic Variant Merging and Masking,1
11ba710c-f1ea-4031-b71d-2278b88965c8,2da5bbe8-ec5c-4726-b380-00a4da8033d3.wxs.aliquot_ensemble_masked.maf.gz,57598,Aliquot Ensemble Somatic Variant Merging and Masking,1
c3cc60c0-f902-4da8-b5fe-282004a710b0,2df6bd0b-430b-4804-a673-9439102f66bd.wxs.aliquot_ensemble_masked.maf.gz,54581,Aliquot Ensemble Somatic Variant Merging and Masking,1
bcb43723-260d-465f-9fe8-a9519a57b29e,2e74d26e-c0c8-49dc-98d8-88d28a98f662.wxs.aliquot_ensemble_masked.maf.gz,30568,Aliquot Ensemble Somatic Variant Merging and Masking,1
56ee7c04-78c2-4484-bbff-7bca5056a4e3,2f2bb436-47e8-4f0e-840f-13073e79be16.wxs.aliquot_ensemble_masked.maf.gz,24983,Aliquot Ensemble Somatic Variant Merging and Masking,1
fef0254b-58ac-4c65-b83b-d862beb6ce47,31d384da-0ab2-4dd8-ac9e-cf5173df8a7a.wxs.aliquot_ensemble_masked.maf.gz,55532,Aliquot Ensemble Somatic Variant Merging and Masking,1
04b50865-c367-44be-8288-3c5464135074,32131c87-c7db-41cc-990c-f62e1788ad0d.wxs.aliquot_ensemble_masked.maf.gz,61332,Aliquot Ensemble Somatic Variant Merging and Masking,1
1005879f-0532-4dac-9b6c-7abeb335c778,32c34928-e19c-4f50-989b-ba32f2f946bd.wxs.aliquot_ensemble_masked.maf.gz,46119,Aliquot Ensemble Somatic Variant Merging and Masking,1
178d9508-7d4d-4e62-b88a-83029c289c15,32df12e5-0d0e-408e-9ee3-58cbf99e66be.wxs.aliquot_ensemble_masked.maf.gz,49987,Aliquot Ensemble Somatic Variant Merging and Masking,1
3d6ba830-9507-4f57-b549-171e1b7019be,332e9129-de4d-4556-aed5-6d933a6f01a0.wxs.aliquot_ensemble_masked.maf.gz,17202,Aliquot Ensemble Somatic Variant Merging and Masking,1
4236883f-0c7e-442e-822e-86fc41b8dbe3,33467953-393f-4b0b-82f0-6714ce0b75f4.wxs.aliquot_ensemble_masked.maf.gz,290813,Aliquot Ensemble Somatic Variant Merging and Masking,1
7e386d75-2dbc-4138-b3b0-106776179898,33dc49d5-7334-4a38-9c77-7fe22e60813b.wxs.aliquot_ensemble_masked.maf.gz,13136,Aliquot Ensemble Somatic Variant Merging and Masking,1
b3778951-657a-4b5b-8820-f115c0969dc3,33ffac91-52e1-468f-a5e2-d1e17d206147.wxs.aliquot_ensemble_masked.maf.gz,108317,Aliquot Ensemble Somatic Variant Merging and Masking,1
63b1b642-8519-454d-b81b-5a2ce519e96b,3402b3fd-ce3d-4f5c-9fcd-c5670efacf4c.wxs.aliquot_ensemble_masked.maf.gz,31417,Aliquot Ensemble Somatic Variant Merging and Masking,1
