Value	Percentile
1	0
2	0.0909090909090909
3	0.181818181818182
4	0.272727272727273
5	0.363636363636364
6	0.454545454545455
7	0.545454545454545
8	0.636363636363636
9	0.727272727272727
10	0.818181818181818
11	0.909090909090909
12	1
