Value	Percentile
2.06291894869844e-05	0
6.65257914795034e-05	0.0181818181818182
0.000689372242724851	0.0363636363636364
0.000689372242724851	0.0545454545454545
0.000776181131743712	0.0727272727272727
0.00102314148685036	0.0909090909090909
0.00102314148685036	0.109090909090909
0.00116916854462494	0.127272727272727
0.00116916854462494	0.145454545454545
0.00116916854462494	0.163636363636364
0.00345068213903033	0.181818181818182
0.00345068213903033	0.2
0.00345068213903033	0.218181818181818
0.00524544546521314	0.236363636363636
0.0060771971027482	0.254545454545455
0.00666120034183027	0.272727272727273
0.00666120034183027	0.290909090909091
0.00680245345132319	0.309090909090909
0.0087002766468898	0.327272727272727
0.0087002766468898	0.345454545454545
0.0110863637611151	0.363636363636364
0.0114801926282559	0.381818181818182
0.0114801926282559	0.4
0.0114801926282559	0.418181818181818
0.0121902291514535	0.436363636363636
0.0121902291514535	0.454545454545455
0.0121902291514535	0.472727272727273
0.0135257905313186	0.490909090909091
0.0148904869069317	0.509090909090909
0.0165599892721668	0.527272727272727
0.0165599892721668	0.545454545454545
0.0165599892721668	0.563636363636364
0.0165599892721668	0.581818181818182
0.0165599892721668	0.6
0.0165599892721668	0.618181818181818
0.0165599892721668	0.636363636363636
0.0168754650105652	0.654545454545455
0.021020629150147	0.672727272727273
0.0211728705105223	0.690909090909091
0.0227653933788002	0.709090909090909
0.0239633429126771	0.727272727272727
0.026779673853662	0.745454545454545
0.026779673853662	0.763636363636364
0.0282498934081594	0.781818181818182
0.0282498934081594	0.8
0.0282498934081594	0.818181818181818
0.0282498934081594	0.836363636363636
0.0301768690278702	0.854545454545454
0.0301768690278702	0.872727272727273
0.0385160373401008	0.890909090909091
0.0396554356506963	0.909090909090909
0.0396554356506963	0.927272727272727
0.0396554356506963	0.945454545454545
0.0428586185510518	0.963636363636364
0.0432712542587506	0.981818181818182
0.0432712542587506	1
