Value	Percentile
4.33732252953168	0
4.5047016173319	0.0434782608695652
4.82356490174587	0.0869565217391304
5.02609976728168	0.130434782608696
5.09018361679089	0.173913043478261
5.09018361679089	0.217391304347826
5.12297010164624	0.260869565217391
5.20032527768131	0.304347826086957
5.30855057705451	0.347826086956522
5.627221164223	0.391304347826087
5.76848532903112	0.434782608695652
5.96908945109401	0.478260869565217
5.97200577139436	0.521739130434783
6.04494091597941	0.565217391304348
6.3603186357019	0.608695652173913
6.48318198789784	0.652173913043478
6.53947021525348	0.695652173913043
6.76430423711916	0.739130434782609
7.13961134602482	0.782608695652174
7.37044611455512	0.826086956521739
7.37044611455512	0.869565217391304
7.42115644217674	0.91304347826087
7.6203363146332	0.956521739130435
8.51688426156159	1
