Value	Percentile
1.22782392160307e-06	0
1.32434011111742e-06	0.0434782608695652
1.38447463511197e-06	0.0869565217391304
4.79670984792686e-06	0.130434782608696
1.53936326417622e-05	0.173913043478261
1.59990923673372e-05	0.217391304347826
3.41114804953599e-05	0.260869565217391
3.92353177696201e-05	0.304347826086957
6.90313197772003e-05	0.347826086956522
0.000153984400869298	0.391304347826087
0.000176635539531132	0.434782608695652
0.000177062078878595	0.478260869565217
0.000178654986499447	0.521739130434783
0.000302046975128011	0.565217391304348
0.000302046975128011	0.608695652173913
0.000322830455772409	0.652173913043478
0.000366770814240535	0.695652173913043
0.00063858205389097	0.739130434782609
0.000709648746878389	0.782608695652174
0.000819974424863556	0.826086956521739
0.0009268807518628	0.869565217391304
0.00108056016307059	0.91304347826087
0.001211287376961	0.956521739130435
0.0017039813933661	1
