Value	Percentile
0	0
0.018182	0.0181818181818182
0.036364	0.0363636363636364
0.054545	0.0545454545454545
0.072727	0.0727272727272727
0.090909	0.0909090909090909
0.109091	0.109090909090909
0.127273	0.127272727272727
0.145455	0.145454545454545
0.163636	0.163636363636364
0.181818	0.181818181818182
0.2	0.2
0.218182	0.218181818181818
0.236364	0.236363636363636
0.254545	0.254545454545455
0.272727	0.272727272727273
0.290909	0.290909090909091
0.309091	0.309090909090909
0.327273	0.327272727272727
0.345455	0.345454545454545
0.363636	0.363636363636364
0.381818	0.381818181818182
0.4	0.4
0.418182	0.418181818181818
0.436364	0.436363636363636
0.454545	0.454545454545455
0.472727	0.472727272727273
0.490909	0.490909090909091
0.509091	0.509090909090909
0.527273	0.527272727272727
0.545455	0.545454545454545
0.563636	0.563636363636364
0.581818	0.581818181818182
0.6	0.6
0.618182	0.618181818181818
0.636364	0.636363636363636
0.654545	0.654545454545455
0.672727	0.672727272727273
0.690909	0.690909090909091
0.709091	0.709090909090909
0.727273	0.727272727272727
0.745455	0.745454545454545
0.763636	0.763636363636364
0.781818	0.781818181818182
0.8	0.8
0.818182	0.818181818181818
0.836364	0.836363636363636
0.854545	0.854545454545454
0.872727	0.872727272727273
0.890909	0.890909090909091
0.909091	0.909090909090909
0.927273	0.927272727272727
0.945455	0.945454545454545
0.963636	0.963636363636364
0.981818	0.981818181818182
1	1
