Value	Percentile
-2.60979292647849	0
-2.60029010334583	0.00291545189504373
-2.59993119804875	0.00583090379008746
-2.59993119804875	0.0087463556851312
-2.59830822175691	0.0116618075801749
-2.59723999189688	0.0145772594752187
-2.59657189128254	0.0174927113702624
-2.58995035067821	0.0204081632653061
-2.57387014928101	0.0233236151603499
-2.57099707275162	0.0262390670553936
-2.56319335439282	0.0291545189504373
-2.56319335439282	0.032069970845481
-2.55191019543544	0.0349854227405248
-2.54719768040006	0.0379008746355685
-2.54133034060804	0.0408163265306122
-2.54133034060804	0.043731778425656
-2.53570634231462	0.0466472303206997
-2.53194651016947	0.0495626822157434
-2.52505685352536	0.0524781341107872
-2.52254342624732	0.0553935860058309
-2.52198673921116	0.0583090379008746
-2.50358936970429	0.0612244897959184
-2.50261792143266	0.0641399416909621
-2.49562382443263	0.0670553935860058
-2.48432711470045	0.0699708454810496
-2.47309520103758	0.0728862973760933
-2.46815647286106	0.075801749271137
-2.46815647286106	0.0787172011661808
-2.46017250827484	0.0816326530612245
-2.45782369117566	0.0845481049562682
-2.45678955478081	0.0874635568513119
-2.44959227786612	0.0903790087463557
-2.43908883170233	0.0932944606413994
-2.42491088611396	0.0962099125364431
-2.41389950895597	0.0991253644314869
-2.40447800386512	0.102040816326531
-2.4023730073704	0.104956268221574
-2.37587682109689	0.107871720116618
-2.37587682109689	0.110787172011662
-2.28210784532839	0.113702623906706
-2.2805604045819	0.116618075801749
-2.2805604045819	0.119533527696793
-2.28002477177122	0.122448979591837
-2.28002477177122	0.12536443148688
-2.27239648288661	0.128279883381924
-2.27239648288661	0.131195335276968
-2.26705322424467	0.134110787172012
-2.22258877147298	0.137026239067055
-2.21436973174443	0.139941690962099
-2.20629563633363	0.142857142857143
-2.19657048656679	0.145772594752187
-2.19576009433718	0.14868804664723
-2.19576009433718	0.151603498542274
-2.19487658829244	0.154518950437318
-2.19487658829244	0.157434402332362
-2.18261851881608	0.160349854227405
-2.18074701680984	0.163265306122449
-2.16085466582141	0.166180758017493
-2.1583416950283	0.169096209912536
-2.14386007345537	0.17201166180758
-2.11806551568922	0.174927113702624
-2.09554454065509	0.177842565597668
-2.06624599536658	0.180758017492711
-2.06624599536631	0.183673469387755
