Value	Percentile
0	0
0.002326	0.00232558139534884
0.004651	0.00465116279069767
0.006977	0.00697674418604651
0.009302	0.00930232558139535
0.011628	0.0116279069767442
0.013953	0.013953488372093
0.016279	0.0162790697674419
0.018605	0.0186046511627907
0.02093	0.0209302325581395
0.023256	0.0232558139534884
0.025581	0.0255813953488372
0.027907	0.027906976744186
0.030233	0.0302325581395349
0.032558	0.0325581395348837
0.034884	0.0348837209302326
0.037209	0.0372093023255814
0.039535	0.0395348837209302
0.04186	0.0418604651162791
0.044186	0.0441860465116279
0.046512	0.0465116279069767
0.048837	0.0488372093023256
0.051163	0.0511627906976744
0.053488	0.0534883720930233
0.055814	0.0558139534883721
0.05814	0.0581395348837209
0.060465	0.0604651162790698
0.062791	0.0627906976744186
0.065116	0.0651162790697674
0.067442	0.0674418604651163
0.069767	0.0697674418604651
0.072093	0.072093023255814
0.074419	0.0744186046511628
0.076744	0.0767441860465116
0.07907	0.0790697674418605
0.081395	0.0813953488372093
0.083721	0.0837209302325581
0.086047	0.086046511627907
0.088372	0.0883720930232558
0.090698	0.0906976744186047
0.093023	0.0930232558139535
0.095349	0.0953488372093023
0.097674	0.0976744186046512
0.1	0.1
0.102326	0.102325581395349
0.104651	0.104651162790698
0.106977	0.106976744186047
0.109302	0.109302325581395
0.111628	0.111627906976744
0.113953	0.113953488372093
0.116279	0.116279069767442
0.118605	0.118604651162791
0.12093	0.12093023255814
0.123256	0.123255813953488
0.125581	0.125581395348837
0.127907	0.127906976744186
0.130233	0.130232558139535
0.132558	0.132558139534884
0.134884	0.134883720930233
0.137209	0.137209302325581
0.139535	0.13953488372093
0.14186	0.141860465116279
0.144186	0.144186046511628
0.146512	0.146511627906977
0.148837	0.148837209302326
0.151163	0.151162790697674
0.153488	0.153488372093023
0.155814	0.155813953488372
0.15814	0.158139534883721
0.160465	0.16046511627907
0.162791	0.162790697674419
0.165116	0.165116279069767
0.167442	0.167441860465116
0.169767	0.169767441860465
0.172093	0.172093023255814
0.174419	0.174418604651163
0.176744	0.176744186046512
0.17907	0.17906976744186
0.181395	0.181395348837209
0.183721	0.183720930232558
0.186047	0.186046511627907
0.188372	0.188372093023256
0.190698	0.190697674418605
0.193023	0.193023255813953
0.195349	0.195348837209302
0.197674	0.197674418604651
0.2	0.2
0.202326	0.202325581395349
0.204651	0.204651162790698
0.206977	0.206976744186047
0.209302	0.209302325581395
0.211628	0.211627906976744
0.213953	0.213953488372093
0.216279	0.216279069767442
0.218605	0.218604651162791
0.22093	0.22093023255814
0.223256	0.223255813953488
0.225581	0.225581395348837
0.227907	0.227906976744186
0.230233	0.230232558139535
0.232558	0.232558139534884
0.234884	0.234883720930233
0.237209	0.237209302325581
0.239535	0.23953488372093
0.24186	0.241860465116279
0.244186	0.244186046511628
0.246512	0.246511627906977
0.248837	0.248837209302326
0.251163	0.251162790697674
0.253488	0.253488372093023
0.255814	0.255813953488372
0.25814	0.258139534883721
0.260465	0.26046511627907
0.262791	0.262790697674419
0.265116	0.265116279069767
0.267442	0.267441860465116
0.269767	0.269767441860465
0.272093	0.272093023255814
0.274419	0.274418604651163
0.276744	0.276744186046512
0.27907	0.27906976744186
0.281395	0.281395348837209
0.283721	0.283720930232558
0.286047	0.286046511627907
0.288372	0.288372093023256
0.290698	0.290697674418605
0.293023	0.293023255813953
0.295349	0.295348837209302
0.297674	0.297674418604651
0.3	0.3
0.302326	0.302325581395349
0.304651	0.304651162790698
0.306977	0.306976744186047
0.309302	0.309302325581395
0.311628	0.311627906976744
0.313953	0.313953488372093
0.316279	0.316279069767442
0.318605	0.318604651162791
0.32093	0.32093023255814
0.323256	0.323255813953488
0.325581	0.325581395348837
0.327907	0.327906976744186
0.330233	0.330232558139535
0.332558	0.332558139534884
0.334884	0.334883720930233
0.337209	0.337209302325581
0.339535	0.33953488372093
0.34186	0.341860465116279
0.344186	0.344186046511628
0.346512	0.346511627906977
0.348837	0.348837209302326
0.351163	0.351162790697674
0.353488	0.353488372093023
0.355814	0.355813953488372
0.35814	0.358139534883721
0.360465	0.36046511627907
0.362791	0.362790697674419
0.365116	0.365116279069767
0.367442	0.367441860465116
0.369767	0.369767441860465
0.372093	0.372093023255814
0.374419	0.374418604651163
0.376744	0.376744186046512
0.37907	0.37906976744186
0.381395	0.381395348837209
0.383721	0.383720930232558
0.386047	0.386046511627907
0.388372	0.388372093023256
0.390698	0.390697674418605
0.393023	0.393023255813953
0.395349	0.395348837209302
0.397674	0.397674418604651
0.4	0.4
0.402326	0.402325581395349
0.404651	0.404651162790698
0.406977	0.406976744186047
0.409302	0.409302325581395
0.411628	0.411627906976744
0.413953	0.413953488372093
0.416279	0.416279069767442
0.418605	0.418604651162791
0.42093	0.42093023255814
0.423256	0.423255813953488
0.425581	0.425581395348837
0.427907	0.427906976744186
0.430233	0.430232558139535
0.432558	0.432558139534884
0.434884	0.434883720930233
0.437209	0.437209302325581
0.439535	0.43953488372093
0.44186	0.441860465116279
0.444186	0.444186046511628
0.446512	0.446511627906977
0.448837	0.448837209302326
0.451163	0.451162790697674
0.453488	0.453488372093023
0.455814	0.455813953488372
0.45814	0.458139534883721
