Value	Percentile
0.059016393442623	0
0.0607476635514019	0.0434782608695652
0.0656565656565657	0.0869565217391304
0.0662650602409639	0.130434782608696
0.068452380952381	0.173913043478261
0.0691358024691358	0.217391304347826
0.0730337078651685	0.260869565217391
0.08	0.304347826086957
0.0833333333333333	0.347826086956522
0.0840336134453782	0.391304347826087
0.0869565217391304	0.434782608695652
0.0878048780487805	0.478260869565217
0.0884955752212389	0.521739130434783
0.0917874396135266	0.565217391304348
0.103092783505155	0.608695652173913
0.103448275862069	0.652173913043478
0.111111111111111	0.695652173913043
0.117647058823529	0.739130434782609
0.15625	0.782608695652174
0.208333333333333	0.826086956521739
0.208333333333333	0.869565217391304
0.212121212121212	0.91304347826087
0.277777777777778	0.956521739130435
0.333333333333333	1
