STRING_id	Gene	Degree	Betweenness	Closeness	Eigenvector	PageRank	CompositeScore
9606.ENSP00000300061	SCNN1G	8	0.00166902032390279	0.277397260273973	0.027100734042322	0.00213434826681647	-0.621729480613605
9606.ENSP00000259803	GCM1	6	0.00543279583334927	0.255722178374112	0.0131688495908329	0.00253131698251235	-0.629877813213498
9606.ENSP00000402219	VSIG1	8	0.00170209568162749	0.272040302267003	0.0300577841722332	0.00198174246023783	-0.693942454412856
9606.ENSP00000358414	HMGCS2	8	9.44209562540616e-05	0.262348178137652	0.0448984795448433	0.00199787858102355	-0.703183473543012
9606.ENSP00000317214	CAPN6	6	0.00365744867159204	0.275042444821732	0.0226701439369821	0.00213903308532809	-0.726000458467725
9606.ENSP00000414109	HJURP	10	0	0.228975265017668	0.00364539074428857	0.00279757907320435	-0.754574075811091
9606.ENSP00000348838	UBE2C	10	0	0.228975265017668	0.00364539074428858	0.0027975790732037	-0.754574075811402
9606.ENSP00000380442	PLA2G4F	8	0	0.257347100873709	0.0486190355072323	0.00185762253563521	-0.768378010844975
9606.ENSP00000450040	ASPG	4	0	0.307692307692308	0.0910398610525596	0.00110583151273743	-0.770323417152189
9606.ENSP00000494468	GJB6	8	0.00311838417512971	0.246951219512195	0.00664783171848288	0.0023885697677616	-0.786445906846247
9606.ENSP00000469332	GABRQ	10	0.000299193967009428	0.231098430813124	0.00735431012744633	0.00255877012535873	-0.798498070491718
9606.ENSP00000329170	POU3F2	8	0.000720669466532814	0.253125	0.00906299575692914	0.00245553750005089	-0.854009760378492
9606.ENSP00000359596	CLCA2	6	0.00121427299710089	0.282722513089005	0.0300447547858126	0.00186986317925854	-0.897711304618907
9606.ENSP00000398017	CLDN9	8	0.00127584635843175	0.249230769230769	0.0240735836996542	0.00198499843951478	-0.914012648705069
9606.ENSP00000380131	CLDN6	8	0.000232059868817375	0.25531914893617	0.0316557813857458	0.00189166887997263	-0.916738124057015
9606.ENSP00000221476	CKM	6	0.00414394635582153	0.253918495297806	0.00660325675530733	0.00225587284203801	-0.92156533372966
9606.ENSP00000219406	PDIA2	4	0.010440722068629	0.24	0.0104746331001798	0.00183166249076403	-0.928040556932847
9606.ENSP00000257408	KLB	8	0.000176979809016829	0.252140077821012	0.0203920695616626	0.0021492442023942	-0.928719299407274
9606.ENSP00000259212	IL36RN	6	0	0.256735340729002	0.0727635098714879	0.00139858236188241	-0.931124266203271
9606.ENSP00000314484	MEIOB	8	0.0017159673003409	0.166838311019567	2.83308827394981e-05	0.00337989978918474	-0.946734043477796
9606.ENSP00000305244	IRX1	8	0.00142933340240713	0.228169014084507	0.00293816225549622	0.00254282723387314	-0.972840121860145
9606.ENSP00000258729	IGF2BP3	8	0.000962689844940052	0.218918918918919	0.00142667326538746	0.00267293810337823	-1.01160420526258
9606.ENSP00000386452	MEIOC	8	0.0011175186560763	0.167788710512688	3.70765657230027e-05	0.00329748431802669	-1.01986616735765
9606.ENSP00000493555	TEX15	6	0.00474725337831389	0.178709321566464	4.75190237085843e-05	0.00297235887737706	-1.04911249218988
9606.ENSP00000369210	SOHLH2	6	0.00527750489424683	0.22360248447205	0.00240111866656468	0.00226988730110054	-1.05926874639382
9606.ENSP00000331746	CALCA	4	0.00674380582115711	0.25019305019305	0.0254612216412945	0.00152313355215694	-1.11160546877381
9606.ENSP00000312631	INSM1	6	0.000924129712335136	0.264705882352941	0.0278016209569736	0.00167510430063688	-1.13724095731999
9606.ENSP00000315931	AHCYL2	6	0.00413021855962745	0.229137199434229	0.003050669618588	0.00211596169365702	-1.16946440858828
9606.ENSP00000438388	KIF1A	4	0.00538222028590098	0.279551337359793	0.0197741977045932	0.00132873330629035	-1.17800044263254
9606.ENSP00000261731	LHX5	8	0.000142962080771194	0.213157894736842	0.00265719207895074	0.00247560701611513	-1.18116783565555
9606.ENSP00000263946	PKP1	6	7.84067821479348e-05	0.257756563245823	0.013764416494997	0.00201165442677428	-1.21403835852931
9606.ENSP00000361214	NRG3	8	0	0.228490832157969	0.00559533833094728	0.00213633015420196	-1.23207218775509
9606.ENSP00000358755	CHIA	6	8.77990156520683e-05	0.251748251748252	0.0415386279265048	0.00141937462082589	-1.25397168495951
9606.ENSP00000352936	SPINK5	6	0.000190069090607677	0.250580046403712	0.0281357914900147	0.00169282456418633	-1.25734676415832
