pathway	pval	padj	log2err	ES	NES	size
HALLMARK_E2F_TARGETS	2.66633759630031e-43	1.33316879815016e-41	1.71479697260989	0.824277193427973	2.70076393740775	199
HALLMARK_G2M_CHECKPOINT	1.33234541050421e-38	3.33086352626053e-37	1.61530228892975	0.808189660593852	2.64664636474902	198
HALLMARK_MITOTIC_SPINDLE	5.75161781931569e-12	9.58602969885949e-11	0.887074988399873	0.622527119373264	2.03762684857209	197
HALLMARK_MYC_TARGETS_V1	4.66748755070818e-10	5.83435943838522e-09	0.801215574617779	0.596150673238948	1.95330193820993	199
HALLMARK_SPERMATOGENESIS	1.80252017029788e-09	1.80252017029788e-08	0.788186810800237	0.678177156307343	2.05853248625438	104
HALLMARK_FATTY_ACID_METABOLISM	1.59747021772471e-08	1.33122518143725e-07	0.73376198835648	-0.59248653703045	-2.06546824038528	146
HALLMARK_P53_PATHWAY	7.16339407653702e-08	5.1167100546693e-07	0.704975715167238	-0.53373569586792	-1.90490482558268	199
HALLMARK_MTORC1_SIGNALING	9.6299582085172e-07	6.01872388032325e-06	0.643551836150722	0.537822175803026	1.76218722139606	199
HALLMARK_ADIPOGENESIS	3.18037744390147e-06	1.76687635772304e-05	0.627256739718528	-0.507666520059056	-1.80996661222221	195
HALLMARK_COAGULATION	6.38601662173072e-06	3.19300831086536e-05	0.610526878385931	-0.560055023151397	-1.92301502421653	127
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.3285071663272e-05	0.000105841234833055	0.575610261071129	-0.47215663149513	-1.68512889943285	199
HALLMARK_XENOBIOTIC_METABOLISM	3.28593137229538e-05	0.000136913807178974	0.557332238758646	-0.475278138862497	-1.70063763193926	185
HALLMARK_BILE_ACID_METABOLISM	0.000148421390720642	0.000570851502771698	0.518848077743792	-0.537712367137959	-1.76788174421231	102
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.000241371553504127	0.000862041262514738	0.518848077743792	-0.44520354583939	-1.58968034825062	197
HALLMARK_IL2_STAT5_SIGNALING	0.00143913984700157	0.00479713282333858	0.45505986738723	-0.416908107835862	-1.4870436649981	196
HALLMARK_MYC_TARGETS_V2	0.00158650422871805	0.0049578257147439	0.45505986738723	0.610686575117468	1.71279788367369	57
HALLMARK_PEROXISOME	0.00361361100932368	0.0106282676744814	0.431707695803346	-0.467967438628567	-1.54334409860643	103
HALLMARK_DNA_REPAIR	0.00650261799394173	0.0180628277609492	0.407017918923954	0.468267014896155	1.49236644852059	148
HALLMARK_ANGIOGENESIS	0.00722283751921113	0.0190074671558188	0.407017918923954	-0.637814991379032	-1.69892372724226	34
HALLMARK_HEME_METABOLISM	0.0134116084815876	0.033529021203969	0.380730400722792	-0.38315738295255	-1.36972169157523	183
HALLMARK_ESTROGEN_RESPONSE_LATE	0.0155190747848187	0.0369501780590921	0.380730400722792	-0.372608845231926	-1.32903537352777	196
HALLMARK_GLYCOLYSIS	0.0197768319194842	0.044947345271555	0.352487857583619	0.409706181737947	1.33886701221868	195
HALLMARK_MYOGENESIS	0.0340018292374254	0.0739170200813596	0.321775918075361	-0.361404431154127	-1.29020945280201	182
HALLMARK_UV_RESPONSE_DN	0.0363978315900864	0.0758288158126801	0.321775918075361	-0.38120529938586	-1.32569416381482	143
HALLMARK_PANCREAS_BETA_CELLS	0.0418057653672811	0.0836115307345622	0.321775918075361	-0.598988699495083	-1.52992517029269	26
HALLMARK_KRAS_SIGNALING_UP	0.0444405789413331	0.0854626518102559	0.321775918075361	-0.344417391502995	-1.22848102621055	196
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.0571431809178895	0.105820705403499	0.321775918075361	-0.336718177415906	-1.20786976707374	200
HALLMARK_UV_RESPONSE_UP	0.092436974789916	0.165066026410564	0.172324344900946	0.382420641730115	1.22523046341728	155
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.102678571428571	0.177032019704433	0.16823816568964	0.392959689609833	1.20682360288778	112
HALLMARK_HYPOXIA	0.158671586715867	0.264452644526445	0.216542836735348	-0.316997918156085	-1.12770866470582	193
HALLMARK_ALLOGRAFT_REJECTION	0.178326474622771	0.28762334616576	0.118287526124085	0.34740323952874	1.136465490852	194
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.276946107784431	0.432728293413174	0.0959206777921745	0.360999285324619	1.09541066774973	103
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.286140089418778	0.433545590028451	0.0937465422491719	0.35736897581661	1.08173607903759	97
HALLMARK_NOTCH_SIGNALING	0.305483028720627	0.449239748118569	0.12563992130984	-0.418177338636133	-1.10300676800713	32
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.353982300884956	0.505689001264223	0.12384217120105	-0.328071955864522	-1.04926656229159	85
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.385714285714286	0.515301707182755	0.115734447701689	-0.326831389081015	-1.01499134198687	73
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.39159891598916	0.515301707182755	0.0716527366829457	0.314033993161155	1.02839341670973	198
HALLMARK_PROTEIN_SECRETION	0.391629297458894	0.515301707182755	0.0766746872490091	0.339809132911956	1.02753433325852	96
HALLMARK_KRAS_SIGNALING_DN	0.409282700421941	0.52472141079736	0.0713052987340038	0.317588317538461	1.02013345455399	166
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.502688172043011	0.628360215053763	0.0952879846194844	-0.336305861927332	-0.966083697545096	48
HALLMARK_APICAL_SURFACE	0.54885993485342	0.638209226573744	0.0640703750499722	0.353328413946304	0.940582529387394	43
HALLMARK_COMPLEMENT	0.536764705882353	0.638209226573744	0.110564716336619	-0.273886733369288	-0.97647928973404	195
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.54416403785489	0.638209226573744	0.0629394692018967	0.352610678148088	0.941436262473713	41
HALLMARK_APOPTOSIS	0.617940199335548	0.702189178025609	0.0956031492204301	-0.262742643912271	-0.935902611244268	160
HALLMARK_INFLAMMATORY_RESPONSE	0.631970260223048	0.702189178025609	0.100990587455923	-0.264442182646561	-0.944238977722324	197
HALLMARK_HEDGEHOG_SIGNALING	0.659163987138264	0.716482594715504	0.0547939500773363	0.342671249053483	0.885565468991731	35
HALLMARK_ANDROGEN_RESPONSE	0.72972972972973	0.776308223116734	0.0806388495950661	-0.275748022838639	-0.901807569415963	98
HALLMARK_APICAL_JUNCTION	0.946502057613169	0.985939643347051	0.0306322550486472	0.242602768877298	0.793475957210849	191
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.996309963099631	0.996309963099631	0.0751181635276301	-0.207892483478512	-0.745748410503574	200
HALLMARK_TGF_BETA_SIGNALING	0.986559139784946	0.996309963099631	0.059989249649033	-0.223449032242178	-0.659493453234066	54
