Gene	STRING_id	Degree	Betweenness	Closeness	Eigenvector	PageRank	CompositeScore	Rank	Percentile
UGT2B15	9606.ENSP00000341045	14	0.00600048362556367	0.313346228239845	0.113028419130989	0.00331747338326864	1.83143888965556	93	0.213953
CA2	9606.ENSP00000285379	10	0.0137630893134256	0.320158102766798	0.0884666034949707	0.00339684258025656	1.81997612638163	94	0.216279
SLC45A2	9606.ENSP00000296589	12	0.00802100554432362	0.314563106796116	0.106205116417395	0.00342662823884858	1.77603340919535	95	0.218605
IHH	9606.ENSP00000295731	16	0.00950824825401212	0.261290322580645	0.0314690946748453	0.00461850772775186	1.74794042408772	96	0.22093
SLC6A3	9606.ENSP00000270349	14	0.00404249618594234	0.327272727272727	0.117895290970308	0.00311887704755434	1.73725604095551	97	0.223256
LBP	9606.ENSP00000217407	12	0.00184655400543178	0.315175097276265	0.187097992178001	0.00240584051270775	1.68701468439632	98	0.225581
CNTNAP2	9606.ENSP00000354778	16	0.0115796571547965	0.266009852216749	0.0285614658604795	0.00419160081163462	1.68257216519887	99	0.227907
SIX3	9606.ENSP00000260653	16	0.00821257742322785	0.268211920529801	0.0180391451672622	0.00463906291368122	1.57917062425664	100	0.230233
KCNQ2	9606.ENSP00000352035	16	0.00594076162189282	0.284710017574692	0.0507543077272647	0.00394076737015926	1.51851656156619	101	0.232558
SFTPA2	9606.ENSP00000361400	16	2.88367571665669e-05	0.266447368421053	0.145418336306156	0.00287313421995367	1.45027810156467	102	0.234884
CLDN2	9606.ENSP00000336571	16	0.00256348180795816	0.285714285714286	0.0931586569648256	0.00326984893451757	1.40223740550267	103	0.237209
GABRG3	9606.ENSP00000479113	18	0.00375296889371487	0.27022518765638	0.0222659140174356	0.00424128190895884	1.32903938261538	104	0.239535
FGF19	9606.ENSP00000294312	12	0.0051685313919667	0.321747765640516	0.100491220781478	0.00289276390468279	1.31930008694065	105	0.24186
IRX6	9606.ENSP00000290552	16	0.00610602033237625	0.261501210653753	0.00957947736573484	0.00464414465494632	1.31828821236838	106	0.244186
AZU1	9606.ENSP00000233997	14	0.00043336722162651	0.27	0.14766365557343	0.00276670163120198	1.28890774968157	107	0.246512
GKN2	9606.ENSP00000329292	16	0.000886868650554263	0.272957034540859	0.107762323353002	0.00307156839392739	1.26657799640372	108	0.248837
PCK1	9606.ENSP00000319814	12	0.00327201828143824	0.311239193083574	0.0927049557254879	0.00316281329751645	1.18214678528878	109	0.251163
LPL	9606.ENSP00000497642	10	0.00529949820982586	0.310642377756472	0.105973024502281	0.00290329581642174	1.14103304083865	110	0.253488
BPIFB2	9606.ENSP00000170150	10	0.00603978036377736	0.320158102766798	0.118990648717785	0.00232005285119365	1.09904359388498	111	0.255814
LHX2	9606.ENSP00000362717	14	0.00722736147741999	0.256938937351308	0.0122124697344281	0.00439697256123328	1.09414120642329	112	0.25814
KLK5	9606.ENSP00000337733	14	0.00511137648101007	0.266666666666667	0.0479425349756783	0.00366298798664486	1.01704124716867	113	0.260465
TKTL1	9606.ENSP00000358931	12	0.00843874733478882	0.26977518734388	0.0385394106553653	0.0037037164103462	1.00171991574441	114	0.262791
NLGN4X	9606.ENSP00000370483	14	0.00376186996769522	0.271356783919598	0.0586279787877937	0.00343162312952301	0.951173663183583	115	0.265116
OCA2	9606.ENSP00000346659	10	0.0052632895128569	0.315789473684211	0.105125620032541	0.00242772627212532	0.935393219028156	116	0.267442
PIWIL1	9606.ENSP00000245255	8	0.0166809425397398	0.258785942492013	0.00852965888541011	0.0039233101787302	0.929983892287426	117	0.269767
FOLR1	9606.ENSP00000377284	10	0.000572669990115735	0.318897637795276	0.142128345394117	0.00223784730732455	0.918311361251967	118	0.272093
PLA2G1B	9606.ENSP00000312286	14	0.000729371457954394	0.276214833759591	0.0942497490324714	0.00293945192386825	0.897890813224759	119	0.274419
PNMA5	9606.ENSP00000388850	2	0	0.666666666666667	2.72452331440898e-18	0.00215731765935005	0.753651762959755	120	0.276744
PGLYRP3	9606.ENSP00000290722	2	0	0.666666666666667	5.19489170706293e-18	0.00215731765934682	0.75365176295823	121	0.27907
