ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0004252	serine-type endopeptidase activity	14/392	178/18662	0.0786516853932584	3.74438202247191	5.3888711956353	2.48493986975045e-05	0.00630306815751295	0.00524939994229206	PCSK2/CTSV/HP/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	14
GO:0017171	serine hydrolase activity	15/392	202/18662	0.0742574257425743	3.53518387553041	5.30652869002541	2.53125082972168e-05	0.00630306815751295	0.00524939994229206	PCSK2/CTSV/HP/AADAC/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	15
GO:0030594	neurotransmitter receptor activity	10/392	97/18662	0.103092783505155	4.9079528718704	5.65234841589511	3.6923385554655e-05	0.00630306815751295	0.00524939994229206	GRIK5/GRIN2A/GRIK3/HTR1B/GRIA1/GABRG3/GABRQ/GPR158/GABRA3/HTR2C	10
GO:0022836	gated channel activity	19/392	315/18662	0.0603174603174603	2.87154195011338	4.90697142386612	4.11293191354842e-05	0.00630306815751295	0.00524939994229206	CACNA2D2/KCNK17/GRIK5/GRIN2A/KCNE4/SCNN1G/KCNG3/CACNG4/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/KCNQ2/CNGA3/HCN1/GABRA3	19
GO:0005216	monoatomic ion channel activity	23/392	442/18662	0.0520361990950226	2.47729476405947	4.60410609959121	6.62651788293007e-05	0.00664726610552353	0.00553605917606064	FAIM2/CACNA2D2/SLC26A9/KCNK17/OCA2/GRIK5/GRIN2A/KCNE4/SCNN1G/KCNG3/CACNG4/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/KCNQ2/CNGA3/HCN1/GABRA3/KCNU1	23
GO:0008236	serine-type peptidase activity	14/392	196/18662	0.0714285714285714	3.40051020408163	4.94864605646595	7.15496655868471e-05	0.00664726610552353	0.00553605917606064	PCSK2/CTSV/HP/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	14
GO:0046873	metal ion transmembrane transporter activity	23/392	446/18662	0.0515695067264574	2.45507687379885	4.55583592764911	7.59067907645428e-05	0.00664726610552353	0.00553605917606064	FAIM2/CACNA2D2/KCNK17/SLC30A2/GRIK5/GRIN2A/SLC5A9/KCNE4/SCNN1G/SLC39A5/KCNG3/CACNG4/GRIK3/GRIA1/SLC13A2/SLC6A15/HCN4/SLC9A4/KCNQ2/SLC6A3/CNGA3/HCN1/KCNU1	23
GO:0004175	endopeptidase activity	21/392	406/18662	0.0517241379310345	2.46243842364532	4.36394238904376	0.000148645934472884	0.0100957520733512	0.0084080703281108	PGC/PCSK2/CAPN6/CTSV/CAPN9/HP/PRSS2/ELANE/CMA1/CTSG/ACE2/AZU1/KLK14/PRSS1/F11/PAPPA2/PCSK1/CLCA2/MMP13/KLK5/ADAMTS20	21
GO:0015276	ligand-gated monoatomic ion channel activity	13/392	186/18662	0.0698924731182796	3.32738095238095	4.67262778664089	0.0001600969085952	0.0100957520733512	0.0084080703281108	GRIK5/GRIN2A/SCNN1G/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/CNGA3/HCN1/GABRA3	13
GO:0022834	ligand-gated channel activity	13/392	188/18662	0.0691489361702128	3.29198328267477	4.62648455751673	0.000178016722493439	0.0100957520733512	0.0084080703281108	GRIK5/GRIN2A/SCNN1G/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/CNGA3/HCN1/GABRA3	13
